#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
geo020s08a0016v02,0.861249,0.990249,19,t>a,2,ejective,coronal,a,initial,s08,answer,echo,5.31228535835624,5.2923395348615,5.27952183196371,5.25557686620515,5.19857824343764,5.19690681726926,5.29900862757207,5.44726352632612,5.3601835702238,5.35004891488829,5.3021664493155,5.2118522039925,5.15648821396542,5.44208648684212,5.2118554749273,5.47321056796687,5.36297478686682,5.32600062464797,5.24434364090691,5.24281205616757,5.22444313630531,5.19273015853077,5.26018186434029,5.40924450974556
geo020s08a0019v01,0.611026,0.740026,21,k>a,3,ejective,velar,a,initial,s08,question,new,5.30579037394208,5.31465468285807,5.25443914401712,5.36412008824723,5.3507997536845,5.32063203211089,5.25857031490295,5.26078838161529,5.2492815222017,5.26149309962234,5.27131044049901,5.32778975728922,5.34303639774725,5.35599175835956,5.32273189169519,5.32832800844224,5.32053619013663,5.28002558734587,5.27904381926434,5.23276820154863,5.35921489229928,5.43706488152218,5.3980233252895,5.36270196959083
geo020s08a0021v01,0.776368,0.905368,22,k>a,3,ejective,velar,a,initial,s08,question,new,5.22482689600864,5.23736759812717,5.2738110241083,5.33166364742275,5.36502416028267,5.37389550747385,5.33970160298068,5.28997062925117,5.28107150793141,5.27401135421815,5.26751634807529,5.28281329719956,5.27594853937572,5.28585148935957,5.29173424527637,5.31977303857733,5.31104798722685,5.33116541348242,5.30486736837401,5.30691579389231,5.27444159525196,5.27005574260682,5.27984071975102,5.29010322264967
geo020s08a0023v01,0.756105,0.885105,23,p>a,2,ejective,labial,a,initial,s08,question,new,5.29909056755108,5.28494789207959,5.28334026763948,5.27930425750029,5.28757082880627,5.31750804193395,5.30348349907592,5.28073164011026,5.24434469636322,5.21428989691195,5.32674008679955,5.43348442074853,5.43019570613292,5.34338632991561,5.25488154228253,5.19547756012048,5.17326138451876,5.20254462978073,5.28721647905836,5.3725069782263,5.41228111801497,5.40280800397147,5.33323701645246,5.24871317114506
geo020s08a0023v02,0.758793,0.887793,24,po,3,pulmonic,labial,o,initial,s08,answer,new,5.23584071828888,5.30409514300486,5.34518377672687,5.31873647045013,5.32472217103751,5.33159932631629,5.31619854119269,5.31952684689947,5.29841636164786,5.27684293256149,5.267029465276,5.27978469251974,5.30679879731333,5.30500396136264,5.30025099588131,5.3221310564136,5.32305046612368,5.28534812837633,5.31005669025819,5.30549752738711,5.281674641498,5.2793562350949,5.26407730930995,5.29117391272725
geo020s08a0024v01,0.65562,0.78462,25,po,3,pulmonic,labial,o,initial,s08,question,new,5.29328120635513,5.28782248745538,5.2666656957842,5.27939801904538,5.29630684680702,5.29805533222004,5.28518754647174,5.28944209760867,5.30020458463121,5.29384940003453,5.33360004735897,5.29265989318276,5.29523813056323,5.28408354463214,5.29692539820946,5.3131650915064,5.32143752396634,5.31334390056466,5.29852034594632,5.31159334940403,5.28988440890165,5.29031140418472,5.2912635467536,5.31676368231257
geo020s08a0024v02,0.614861,0.743861,26,po,3,pulmonic,labial,o,initial,s08,answer,echo,5.30431335462974,5.31518579131847,5.28023180425165,5.2557782736578,5.30766157315095,5.39727361861785,5.4160604014044,5.31874577839237,5.23981022004755,5.21200865172442,5.221742970655,5.21853416686606,5.2566309360106,5.33246272183454,5.39056969406562,5.38768538115127,5.42644801386709,5.30806866769512,5.19998597748366,5.12506515859713,5.19271015379632,5.24069407996561,5.36841556027456,5.39443358505223
geo020s08a0025v02,0.73063,0.85963,27,t>i,3,ejective,coronal,i,initial,s08,answer,new,5.19883343876288,5.23057799481619,5.20282191958281,5.23736972381596,5.30314071547573,5.40674881207025,5.45838308939352,5.43280498933873,5.32075622182208,5.19829701126316,5.15074384306308,5.14884124393396,5.22553428556904,5.31559769788147,5.39151577267256,5.39582286215503,5.34984853264187,5.29722977533507,5.28741970211608,5.29231488766226,5.31681718477259,5.29581824634694,5.27161398371349,5.2576531720767
geo020s08a0026v01,0.804971,0.933971,28,t>i,3,ejective,coronal,i,initial,s08,question,new,5.239269344994,5.25111464172978,5.27999554232161,5.29475553073547,5.28877902081734,5.29418734975756,5.29050240916126,5.30716064920585,5.32051760746624,5.31595687166771,5.32969780956496,5.3162692626895,5.310900367496,5.30091349369181,5.30639713711246,5.29914602311733,5.30658211919625,5.25708226587785,5.26879740855204,5.2886275717524,5.29063442821654,5.30012573047194,5.28552843567921,5.30819492247595
geo020s08a0026v02,0.684933,0.813933,29,t>i,3,ejective,coronal,i,initial,s08,answer,echo,5.28683823267083,5.29485337384687,5.28826248522966,5.30616152057109,5.32462915536966,5.35166190569385,5.34529064308105,5.33269318907285,5.29386697824438,5.28238613571663,5.28703647589265,5.26413111917797,5.27773040173959,5.29366556367047,5.31245594414134,5.30386892807436,5.28590262151925,5.26613915665172,5.3039067169855,5.31077840432329,5.30693810100825,5.29877826032018,5.30200605496423,5.30506206981338
geo020s08a0027v01,0.80251,0.93151,30,k>e,2,ejective,velar,e,initial,s08,question,new,5.26335939498835,5.25299306433427,5.30303422466146,5.31122026497356,5.28361430433877,5.30247969204009,5.29364446553249,5.30481769357011,5.28624883388857,5.31029435521348,5.31433440616776,5.31735793884817,5.29691638563241,5.30918509824252,5.29053869094373,5.29204926296726,5.30216893970819,5.30016465925174,5.31106427837032,5.27029282173141,5.29384940003453,5.29648869554795,5.28168328410754,5.29953063024589
geo020s08a0029v02,0.794526,0.923526,31,p>i,3,ejective,labial,i,initial,s08,answer,new,5.28895114007269,5.28141278585523,5.27272977858666,5.27865991871281,5.29163106295739,5.30431683370052,5.31298822134415,5.32089212831862,5.31676220972732,5.30729445167396,5.29359975610233,5.27782175919663,5.30233578189156,5.29763463353889,5.28930487578534,5.30990694715628,5.28410687407892,5.24918436861783,5.26931380013455,5.34157176038504,5.40366833216026,5.38472531150918,5.28415657412899,5.23409452891052
geo020s08a0030v01,0.946657,1.075657,32,p>i,3,ejective,labial,i,initial,s08,question,new,5.34418230402972,5.37090403925519,5.40616229349878,5.34079622770638,5.31224295390554,5.27465101467195,5.28806751584328,5.28870127982907,5.29731086019041,5.28188255179944,5.26586803575106,5.30883684233819,5.31005273693312,5.29163206966559,5.29762112422759,5.30527262257973,5.30569955104938,5.29946221096351,5.28582415030056,5.28508216641442,5.2892251574031,5.30716857874004,5.30546625226307,5.31744329434651
geo020s08a0030v02,0.824034,0.953034,33,p>i,3,ejective,labial,i,initial,s08,answer,echo,5.3012076855489,5.26826838418785,5.23467604280848,5.20447745536889,5.22849986943653,5.2895929189928,5.3291525383493,5.35059430200205,5.3477168688428,5.30655534106645,5.30602161248352,5.30427160483625,5.30993165878394,5.28702282264518,5.23353668275812,5.23534508488348,5.27047380743558,5.29967544394332,5.30926868139804,5.323235319601,5.31785819487197,5.32479229231326,5.32401532726512,5.30305363271097
geo020s08a0033v02,0.734091,0.863091,34,k>a,3,ejective,velar,a,initial,s08,answer,new,5.28046444733519,5.17656490061694,5.16266372354241,5.18354043303568,5.24873576427407,5.34367641306446,5.38993847736996,5.38928266647191,5.33455285913013,5.29246829402571,5.28578263400389,5.30884228476951,5.29402466607904,5.29425562884837,5.2893543181711,5.27215202001722,5.25724846654913,5.28199690945389,5.22549234029793,5.33756019484139,5.35656551973965,5.32528397701015,5.31346358132745,5.31136685045747
geo020s08a0034v01,0.42487,0.55387,35,k>a,3,ejective,velar,a,initial,s08,question,new,5.32041930917585,5.26532764041238,5.25918924910764,5.25776825145947,5.26586132134843,5.22871109268259,5.23729425909675,5.27018894582292,5.28065479769239,5.24264872479931,5.24890125651536,5.28401101700631,5.3544041786501,5.36477435874261,5.37485239102603,5.3762783705176,5.3690237025492,5.27241939029868,5.24246157451603,5.29588039955462,5.32913169097126,5.3297113769683,5.54641847096254,4.33476074570652
geo020s08a0034v02,0.596411,0.725411,36,k>a,3,ejective,velar,a,initial,s08,answer,echo,5.40832223050449,5.37516682738524,5.27964919551294,5.22750802484897,5.23216420925346,5.23573479795418,5.22988647997512,5.26053294143908,5.35588980577875,5.44518098871667,5.45432189835791,5.37576347520508,5.27137773129208,5.14792810371395,5.12339893884552,5.18684487744246,5.29243359103926,5.30810530797913,5.34526440463223,5.33023261349262,5.33061368051879,5.32872774784077,5.33155724936915,5.35767153462095
geo020s08a0039v01,0.74836,0.87736,39,k>a,3,ejective,velar,a,initial,s08,question,new,5.28110711613737,5.28256393020192,5.24784005494544,5.28773911359304,5.28861797920591,5.3202280644189,5.30293021100323,5.29945671724146,5.31332075078038,5.3151066347051,5.2894642934873,5.3112059507613,5.29378661819112,5.33710577473253,5.3011483555146,5.31189477496172,5.27116762518773,4.80170114272556,5.51013866235066,5.42811065616305,5.35493963668863,5.32770042519224,5.33225926740968,5.28504517943459
geo020s08a0041v02,0.73725,0.86625,40,t>e,3,ejective,coronal,e,initial,s08,answer,new,5.31498469176048,5.37085753891713,5.39010270502819,5.33842950918305,5.2782498541729,5.24617107688449,5.21429152839877,5.19634277882773,5.26086728490118,5.342305064936,5.41016102117117,5.36064829649829,5.30093693248725,5.2295475059066,5.22514003813414,5.24931197921976,5.27796413769864,5.33470040345759,5.36520001307563,5.35884927818466,5.34717514747902,5.27493921467553,5.25744328733806,5.25695564306697
geo020s08a0042v01,0.94241,1.07141,41,t>e,3,ejective,coronal,e,initial,s08,question,new,5.33764384333892,5.29561822714644,5.2806232447909,5.28211277853821,5.30325416050278,5.30033782404842,5.27782992481997,5.28276962437604,5.27703652723462,5.2893739935426,5.30778490760964,5.31044502826535,5.31854392358115,5.31342122681028,5.2997822930191,5.29207240731858,5.28710575060915,5.29700951167858,5.29624171387068,5.31115017273807,5.30009578422545,5.30746737723044,5.2883852055298,5.28794020961758
geo020s08a0042v02,0.617477,0.746477,42,t>e,3,ejective,coronal,e,initial,s08,answer,echo,5.29539510088588,5.27291288814131,5.26083094863499,5.30321286402216,5.29875377130962,5.29210812907029,5.29424659217756,5.29208750117217,5.28421641376891,5.28068991184775,5.31405487970738,5.31406915319779,5.34287573213222,5.34796668534793,5.31832438471968,5.31896522477119,5.2969289030786,5.29974784292867,5.24312965665367,5.18242154897483,5.23362309994944,5.3785872791778,5.42086901427952,5.26566865043569
geo020s08a0047v01,0.674809,0.803809,44,t>a,2,ejective,coronal,a,initial,s08,question,new,5.35245984814408,5.29052458151808,5.22548588702314,5.20183344818203,5.24876623791858,5.25658818982908,5.31603645222907,5.36143300086211,5.37615533788327,5.38503711768565,5.31409622305106,5.28058049411032,5.25800149392648,5.19121978751325,5.28970791131921,5.29093921480406,5.34774304302245,5.29283235131746,5.08262101586888,5.43894719307234,5.40934071804242,5.3423419074379,5.29105052690946,5.28392174501427
geo020s08a0047v02,0.722717,0.851717,45,t>a,2,ejective,coronal,a,initial,s08,answer,new,5.26791743565695,5.26792104368399,5.26637768225486,5.29326713557205,5.30440728529258,5.31560261220999,5.32443822699936,5.34998861450214,5.32876509396685,5.32949718433077,5.30984813102611,5.29819285879727,5.29588340686991,5.27151024495839,5.27863238233164,5.29348370319715,5.30378141142873,5.29278207504936,5.29104951961565,5.27827383023561,5.2770227367695,5.29031442829444,5.2943485010104,5.31585370225411
geo020s08a0048v01,0.927499,1.056499,46,t>e,2,ejective,coronal,e,initial,s08,question,new,5.30365559283064,5.31055419029377,5.31770667314487,5.29164717016698,5.29658186142987,5.28521642272207,5.29551694903666,5.30236914698813,5.28219001713641,5.28864928085995,5.31011549412335,5.3244796303791,5.33057640336777,5.32034154398121,5.29362336694935,5.29425763698634,5.27103403845043,5.25597703243338,5.28456625185829,5.29321738371571,5.29414316668499,5.24059873699303,5.28861343533598,5.36671592813451
geo020s08a0055v02,0.748466,0.877466,49,ko,3,pulmonic,velar,o,initial,s08,answer,new,5.19645240099677,5.34851511103989,5.3170468692323,5.25569061944111,5.34407340861124,5.30852410017077,5.27573376592764,5.28474568651794,5.29672359717208,5.27630690377582,5.32128116853298,5.31205655022861,5.34986135450933,5.31034721686935,5.31333109436725,5.24524723135552,5.36587647735786,5.31134266780043,5.29552346724364,5.28233533148565,5.26200290614806,5.15221182100069,5.24840995348843,5.32665892339254
geo020s08a0056v01,0.712072,0.841072,50,ko,3,pulmonic,velar,o,initial,s08,question,new,5.32081488876254,5.27597359327355,5.26639265274364,5.22249138099253,5.21365667906712,5.29678970025987,5.43084538095696,5.40694394281856,5.2794112672505,5.21009634914744,5.22023311484703,4.74433542863424,5.59566519966376,5.43168849633116,5.29493364822474,5.28225708792152,5.40026682114626,5.40887256644047,5.29024436740444,5.15124267608805,5.26259329301892,5.2435010314287,5.23675361638859,5.25964306408524
geo020s08a0056v02,0.64227,0.77127,51,ko,3,pulmonic,velar,o,initial,s08,answer,echo,5.33515929108734,5.28730495188348,5.26740393220659,5.24244306905414,5.25445220462067,5.32793490492866,5.38754636612736,5.34416749877022,5.29530734096287,5.28101707579466,5.250584043725,5.24274968681944,5.25109681988428,5.2745450303734,5.31883395459984,5.34158420998809,5.35251242175247,5.31184791443222,5.28063596785484,5.29442680813097,5.28494383823439,5.28761024940435,5.29928739591738,5.29367460559335
geo020s08a0057v01,0.810292,0.939292,52,p>a,2,ejective,labial,a,initial,s08,question,new,5.34882367634443,5.32784607124928,5.29365802867229,5.27439550685133,5.27337025907659,5.27822077604891,5.26392258980859,5.286623762076,5.32762710865047,5.33126749910138,5.33177583674428,5.31830478069164,5.28552742280764,5.27745781089982,5.27454912659361,5.30121865374115,5.29608186968585,5.30882397829186,5.25268381503056,5.21468681358151,5.26908472610995,5.40370028195499,5.43190244523144,5.33895150342415
geo020s08a0059v01,0.809141,0.938141,53,p>a,3,ejective,labial,a,initial,s08,question,new,5.31980191195996,5.34404666055406,5.35320178014148,5.3493340976955,5.28780025510509,5.25899840856889,5.25640936586984,5.27334821572449,5.30557248441716,5.31217539891539,5.31435162795411,5.30026696484562,5.28144634788499,5.27797281243604,5.29469932933774,5.2950003713971,5.24989835849165,5.25170834695241,5.36237889894456,5.48232500111365,5.3740559014686,5.21952845587577,5.14146119684804,5.13074983191017
geo020s08a0061v02,0.81646,0.94546,57,t>a,3,ejective,coronal,a,initial,s08,answer,new,5.36266024354854,5.37574959295524,5.34211461062054,5.2987052912955,5.26725127391486,5.27853599902587,5.290650551487,5.3056727492753,5.3018889807338,5.28565554291865,5.29174431127408,5.28291942436794,5.29836436544357,5.30605981627995,5.30189944324401,5.30031337320073,5.28962217268079,5.31632966667432,5.30569558046151,5.29575358286146,5.27100731896139,5.29857583314267,5.27495559299841,5.29608938644258
geo020s08a0062v01,0.869714,0.998714,58,t>a,3,ejective,coronal,a,initial,s08,question,new,5.26263008347165,5.21774918750527,4.86893039874316,5.51238344196034,5.52134251085241,5.53608033156368,5.45530444855214,5.29953662295277,5.06788544446902,5.10203176471609,5.17171335270463,5.21725697454276,5.31563406334058,5.34064766300881,5.34252896984816,5.34030444209773,5.31156966564147,5.35381593137825,5.30336162286867,5.18260119345888,5.36100855742128,5.37004157121283,5.35529865359085,5.31124198269744
geo020s08a0062v02,0.674549,0.803549,59,t>a,3,ejective,coronal,a,initial,s08,answer,echo,5.35646315388541,5.41791963528486,5.41349657073119,5.34000858318527,5.30360237624884,5.23503672062029,5.20884769770619,5.17698836387512,5.25918508948417,5.26565625210843,5.40228721567726,5.2926166482869,5.31921106507613,5.31363987504308,5.29193906838314,5.30389627545546,5.31995849883615,5.28287778729998,5.35057104961471,5.33805909779397,5.30718047292344,5.27193488944056,5.25006628204905,5.22611381061128
geo020s08a0063v01,0.798236,0.927236,60,p>i,2,ejective,labial,i,initial,s08,question,new,5.28979112120358,5.24783269250733,5.28642543701146,5.37243641006904,5.45197449602793,5.23117439009255,5.4369491052662,5.25994549302844,5.16169204981539,5.14733458030976,5.21719353300181,5.30962222515869,5.39517271559963,5.40557543072139,5.36338902679169,5.26700624989999,5.24642389208845,5.22463315075075,5.24419322699128,5.26494825930555,5.31033536029244,5.3217574877814,5.34828445691567,5.32590626864465
geo020s08a0064v01,0.70452,0.83352,61,p>a,3,ejective,labial,a,initial,s08,question,new,5.26964985199159,5.28132226446212,5.29741746175515,5.31350248680315,5.31826998259534,5.30226406806555,5.30893282269098,5.3017539547087,5.30547320237516,5.31916307709466,5.29178910373526,5.27558953501062,5.26549712659578,5.27896735680508,5.28784674036473,5.31002259231555,5.31934669212253,5.32318849978801,5.32081782201922,5.29124441207416,5.28743941558834,5.27930170950952,5.27807129094319,5.28973464009751
geo020s08a0064v02,0.66373,0.79273,62,p>a,3,ejective,labial,a,initial,s08,answer,echo,5.33481562718821,5.3250138237586,5.31220745112202,5.28934523709983,5.27416708187129,5.27754204633945,5.27454247022724,5.28239985241649,5.3074753043328,5.30970082839407,5.30228598116914,5.31316558413725,5.2847436591875,5.29368314511211,5.30882942079319,5.30249761711328,5.28276505385403,5.2708197486059,5.28972959698647,5.29969541660075,5.30375853649742,5.30778787933663,5.32332992794933,5.30757983711718
geo020s08a0065v01,0.850749,0.979749,63,k>a,2,ejective,velar,a,initial,s08,question,new,5.30038572601705,5.25826746971697,5.25746047558557,5.28867098949623,5.29406132242753,5.29976381992978,5.28592438986307,5.23013916312892,5.27448512123557,5.2919214562511,5.32002944419284,5.32321776242801,5.31296407786487,5.29724979689829,5.31685595999582,5.31777581697509,5.31838270443081,5.3272755029891,5.27183837182679,5.27137670398577,5.27749201644913,5.29808734009398,5.31235931530446,5.30437398813057
geo020s08a0067v01,0.879136,1.008136,64,k>e,3,ejective,velar,e,initial,s08,question,new,5.26884221080803,5.24224794777296,5.24936973998205,5.27733323154644,5.30670211608243,5.30271667538266,5.30022654291048,5.30293966723741,5.31249193106675,5.31103367054834,5.29948168846213,5.31338576583484,5.30050497199345,5.31171915998822,5.28931093008637,5.28462201183896,5.12234600452088,5.51533780983954,5.35362576460805,5.27453222957708,5.26283007549336,5.26915371122566,5.26916297752044,5.26027743599651
geo020s08a0067v02,0.732478,0.861478,65,p>a,3,ejective,labial,a,initial,s08,answer,new,5.30086960681024,5.32373361968644,5.32875248374258,5.32038409549728,5.29116233021634,5.19752031133625,5.23811503055639,5.37955351563314,5.46348471089711,5.36198019187593,5.2460968002715,5.1972537172347,5.19205032901227,5.22129430348859,5.25418050893489,5.30324570232635,5.346427775927,5.39654827686334,5.38603012251392,5.33505615612165,5.27799934645981,5.2660291678906,5.27773601612569,5.27432534598575
geo020s08a0068v01,0.873685,1.002685,66,p>a,3,ejective,labial,a,initial,s08,question,new,5.28359908204765,5.28487492035154,5.32568785384392,5.32157089537341,5.27222849213765,5.28807054674636,5.26224449374263,5.25462824491085,5.25456504113218,5.32713706076507,5.37170861763285,5.40188202061131,5.34942056786904,5.23768746346766,5.18325886597291,5.14481472669751,5.18206384808364,5.29305605006405,5.4086393039728,5.49403668779965,5.49451840614595,5.42230820497447,5.29219365484001,5.17412338713662
geo020s08a0068v02,0.618354,0.747354,67,p>a,3,ejective,labial,a,initial,s08,answer,echo,5.30344917625888,5.19814669366168,5.16579917474787,5.18285208033407,5.23582794457208,5.29720574893005,5.34524484461338,5.37653687474147,5.33868693874074,5.29744698787839,5.29287659234258,5.32129338468161,5.32210469144035,5.29896015991211,5.2857649131085,5.25620965000801,5.27439243421576,5.27567801956437,5.2918349006942,5.2878735189355,5.30612679343952,5.30994994499528,5.30174050093251,5.31636944291578
geo020s08a0069v02,0.734372,0.863372,68,p>a,2,ejective,labial,a,initial,s08,answer,new,5.25465749489426,5.25085199944732,5.28002049503241,5.29973685859233,5.29523562285013,5.28497880210886,5.28125360513214,5.29684027618699,5.3058916094119,5.30913909979805,5.32104463447904,5.32069901824112,5.33358411924592,5.31054184224576,5.29266039601938,5.27682913942634,5.28529747440827,5.30201402547731,5.29905909140213,5.29209756361465,5.289903065397,5.30162489065463,5.28739088941908,5.29763813592313
geo020s08a0070v01,0.723302,0.852302,69,p>a,2,ejective,labial,a,initial,s08,question,new,5.19150301680762,5.18564686459084,5.24536374721512,5.31830134994722,5.37758731418097,5.37024120521782,5.3500346710306,5.32453613104909,5.26710220329766,5.22596062931769,5.24830220237238,5.29426667355735,5.30433969586454,5.31091024240558,5.30315116489792,5.29812584820957,5.3072780989993,5.30557893740873,5.32898720184915,5.31865416487496,5.30455139455349,5.28292957948739,5.30518522869993,5.26622331828445
geo020s08a0070v02,0.521131,0.650131,70,p>a,2,ejective,labial,a,initial,s08,answer,echo,5.29141711447185,5.29423855951272,5.32119956083191,5.32271042208055,5.33237670577461,5.28115086162613,5.31479879850104,5.29864681227483,5.28163803667653,5.27845082720953,5.29950266380562,5.32417612819051,5.33550380041912,5.33827626871122,5.25868736964959,5.28895618711109,5.24670928577835,5.25538898849211,5.19198304356039,5.31989390972076,5.39138321153423,5.37148464638945,5.29736291120041,5.24571163234063
geo020s08a0071v01,0.856533,0.985533,71,k>e,2,ejective,velar,e,initial,s08,question,new,5.45945784642051,5.38072788413047,5.27873691456909,5.21725805897855,5.15587150067028,5.17991720300741,5.24785162438151,5.31793958541473,5.34971935502817,5.35347720122515,5.31772432734325,5.28222660175868,5.30654988617431,5.31335424391208,5.32053227802419,4.84161527825612,5.63702745445402,5.43240891475612,5.27638714753288,5.18528247807852,5.25219646173401,5.2285127371033,5.34127867111188,5.27997720932099
geo020s08a0073v01,0.89382,1.02282,72,po,2,pulmonic,labial,o,initial,s08,question,new,5.2614137269054,5.33849531371431,5.32278556371525,5.33755634876521,5.3212816571818,5.29330180964457,5.27131609104509,5.29320682997341,5.29218208413432,5.29328271392729,5.27321645811626,5.27727961680206,5.27371622477408,5.27826413785395,5.29061427376288,5.29924843297114,5.33112186668267,5.30859388182104,5.3010556141239,5.27804118714375,5.29031442829444,5.29449958809734,5.30047603494599,5.31418136526691
geo020s08a0075v02,0.756992,0.885992,73,k>a,3,ejective,velar,a,initial,s08,answer,new,5.30757835094563,5.34382357299747,5.29507511613007,5.3040752580295,5.30327107664103,5.295673374279,5.30997119611806,5.29937780408535,5.3117852658731,5.30467561000884,5.32058313429217,5.28145295845503,5.26266583627676,5.29829136621003,5.30318251250934,5.29034970889873,5.28711990835475,5.31282856792969,5.30700303666868,5.31338379574378,5.30940615801981,5.30092645990186,5.30760658782731,5.31816116946708
