#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
geo020s08a0024v02,0.614861,0.743861,26,po,3,pulmonic,labial,o,initial,s08,answer,echo,0.160757378878113,1.21606934527317,1.2845384521655,2.12319523456976,0.614753113131933,3.03375996765065,3.21737870474292,1.41081622742663,2.43309567756875,2.80736447502363,2.69270641836753,15.3651,2.10343879060971,1.93421343702299,2.96009991455027,2.92682154155064,3.30732250465112,0.658245128550679,2.93165764480171,3.46082699882168,2.99936566478641,2.41834831241651,2.67375546869284,3.00315465936963
geo020s08a0025v02,0.73063,0.85963,27,t>i,3,ejective,coronal,i,initial,s08,answer,new,2.94272698823009,2.57471688409751,2.90383077758032,2.47265692735908,-0.0633658756218263,3.13014515255522,3.54642839931476,3.35904464098075,1.50631932621777,2.94783321223446,3.31304353411969,27.7966,2.64389560625551,1.24060362814772,2.97079900700878,3.01823224014966,2.35593626849104,-1.40323708185021,0.786683059951111,0.203185711973263,1.30995312786317,-0.639416858138978,1.66740488818863,2.07920401347224
geo020s08a0026v01,0.804971,0.933971,28,t>i,3,ejective,coronal,i,initial,s08,question,new,2.44200784741669,2.22458030734607,1.29729919954833,-0.301780996831281,0.655964389432229,-0.159347493234133,0.460773663867044,0.558529483835001,1.49544020338061,1.26152447416394,1.84801377077793,3.5944,0.917929388542663,-0.710293339394915,0.466309313657465,-1.98485889919389,0.489438541884343,2.09281422741188,1.76577477225606,0.671412688413939,0.444108731700369,-1.09781260849755,0.943866987644258,0.671361588488023
geo020s08a0026v02,0.684933,0.813933,29,t>i,3,ejective,coronal,i,initial,s08,answer,echo,0.837723601667188,-0.328504066972038,0.707690906000786,0.436058973192797,1.66842354478197,2.3915296002827,2.26076259814021,1.94108423733862,-0.0871932117023763,1.15983281133173,0.82061648580575,6.7501,1.41188900578137,-0.0443699477359406,1.03652409635469,0.081579986992423,0.914689450507181,1.85027991804006,0.0885601769794802,0.90801659542191,0.532508834597133,-2.75200208863139,-0.341504879149288,0.281487928288453
geo020s08a0027v01,0.80251,0.93151,30,k>e,2,ejective,velar,e,initial,s08,question,new,1.93140546285243,2.18502828174699,-0.0864297279983874,0.943477791718119,1.08095735342939,-0.21591970622489,-0.0399890082163625,0.243651811945561,0.886903114979563,0.867688550034938,1.16340077856089,3.8162,-1.17635763729296,0.768718367407019,0.45622159177195,0.245374600155532,-0.296521021118985,-1.0747004686218,0.931100523527635,1.71478842804193,-0.0833816089390511,-0.931912112777112,1.20228137466496,-1.53991184978549
geo020s08a0029v02,0.794526,0.923526,31,p>i,3,ejective,labial,i,initial,s08,answer,new,0.638110044630037,1.21814194624013,1.62550809261159,1.36647423367058,0.308366663644613,0.161353250357757,1.07411465706771,1.51246434997558,1.30692642573632,0.573856759368621,-0.030768533671636,4.0858,-0.252443637025762,-1.80241604941658,0.60037378040759,0.834212620838548,1.04745933530949,2.26358435564431,1.74846915312919,2.17614847284539,3.0997183450961,2.89158213620383,1.04401529746489,2.52326160366446
geo020s08a0030v01,0.946657,1.075657,32,p>i,3,ejective,labial,i,initial,s08,question,new,2.2362529643037,2.70996836025811,3.12441568367866,2.15760556264919,1.02108308615887,1.54885953954817,0.726533599577579,0.663924321883042,-1.47141661453673,1.19043153375927,1.85849869204434,2.0866,0.846940653739362,0.308219723669329,-1.78617509093416,0.312984255313999,0.373974441016794,-1.60594402317984,0.920880184207962,0.977573960291054,0.609004412447517,0.559444344668437,0.341104348947774,1.34380430949894
geo020s08a0030v02,0.824034,0.953034,33,p>i,3,ejective,labial,i,initial,s08,answer,echo,-0.596928322819397,1.78318951854499,2.5144735426117,2.88718334697865,2.60384457385951,0.568547212326615,1.83013046249727,2.37072026342725,2.31249581910256,0.486123011125619,0.417657148873526,1.166,0.836381348645853,0.821804212768207,2.53161528399693,2.5042598296926,1.7084322066383,-1.41304909842871,0.776522789480996,1.6129915906334,1.36563236467179,1.6747199071267,1.64438025563166,-0.0821866709879471
geo020s08a0033v02,0.734091,0.863091,34,k>a,3,ejective,velar,a,initial,s08,answer,new,1.27180900712951,3.13353142134232,3.23472555169824,3.07802168626383,2.27242480989915,2.22487216926503,2.95290305757857,2.94537538270903,1.99491797660918,0.177978807359817,0.924139846817554,2.0877,-0.122054646007306,-0.175425390106113,0.594982931772714,1.64742709833813,2.08887193540892,1.18356599454827,2.64444990635924,2.07646210757084,2.48216957407811,1.69346651202955,1.10654738898743,0.954972838466499
geo020s08a0034v01,0.42487,0.55387,35,k>a,3,ejective,velar,a,initial,s08,question,new,1.49092461019797,1.87467496955536,2.04159688133148,2.07643703265954,1.85870134998182,2.60092516663335,2.47385412841263,1.71841787000223,1.26126954193204,2.38489292564162,2.2691730766488,2.8693,2.44317278130369,2.61846095881661,2.76503526658487,2.78425169459579,2.68271871781074,1.63734486568711,2.38814792134349,-0.663200104191993,1.82944053619574,1.8484548129046,4.03050801686409,4.81803468842728
geo020s08a0034v02,0.596411,0.725411,36,k>a,3,ejective,velar,a,initial,s08,answer,echo,3.14537136287327,2.76930207713397,1.31571093966443,2.61743232851847,2.5518563242577,2.49825877871852,2.58451062833345,2.00744863888143,2.47013136420585,3.45349883435397,3.51862183451689,16.0764,1.6760492837326,3.33055314742597,3.46958162352722,3.05046664065404,0.183737220935113,0.662069224989084,2.260188943475,1.8652577317371,1.87737125613715,1.81598042589081,1.90676828993583,2.50158348183972
geo020s08a0039v01,0.74836,0.87736,39,k>a,3,ejective,velar,a,initial,s08,question,new,1.23576212681534,1.14879830358128,2.28983414406861,0.757482556064839,0.672383091207219,1.48208169979309,-0.109480100618821,-1.61143991510477,1.09691084202835,1.21128599762016,0.582885786302408,2.566,-0.0698861274641664,2.06454361664272,-0.618782098604637,0.995323699162179,1.683673019363,4.36068935540152,3.85348246041421,3.32107855998091,2.45296868625206,1.78093442258922,1.92810980157263,0.980316621638713
geo020s08a0041v02,0.73725,0.86625,40,t>e,3,ejective,coronal,e,initial,s08,answer,new,1.2038727993256,2.70930274966897,2.95478006222256,2.09888871365239,1.3867692483431,2.32144610063496,2.78172808077942,2.96619532107374,1.99876008838508,2.19338387795028,3.16290635101773,12.8345,-0.70077620772444,2.58927417259157,2.64909252249696,2.26105451415387,1.40066559841886,1.99907169716955,2.62507430695123,2.52187322170869,2.3011640838386,1.53682420792159,2.08423005841163,2.0958068957661
geo020s08a0042v01,0.94241,1.07141,41,t>e,3,ejective,coronal,e,initial,s08,question,new,2.07864122150907,-0.566514529626581,1.2630244249185,1.1765604967156,-0.0393647235222765,-0.977900213505848,1.40712587069982,1.13587595985828,1.44446892517096,0.592829484045079,0.628128544185497,2.4119,1.40071488378112,1.10369932771667,-1.32878045491928,0.241769015437375,0.814568035764285,-1.23856424909556,-0.813959800776693,0.937934799932027,-1.11596192700322,0.593326845277734,0.695644060758532,0.738646220631164
geo020s08a0042v02,0.617477,0.746477,42,t>e,3,ejective,coronal,e,initial,s08,answer,echo,-0.491022996469811,1.61845711685426,1.99970816115972,-0.0480354490385568,-2.83191418832459,0.236178229584665,-0.173282532143284,0.239410523778082,1.03985259346119,1.2593128993591,1.14549587456696,3.1469,2.20660268729651,2.31768058063938,1.38961384553023,1.42168563594016,-1.18449702782528,-1.35518336609484,2.3764766131523,3.08716220765984,2.53032605997886,2.81465993616047,3.25990643762616,1.86449864786836
geo020s08a0047v01,0.674809,0.803809,44,t>a,2,ejective,coronal,a,initial,s08,question,new,2.40681897423759,0.457994305120005,2.64453515603428,2.91362702363515,2.27182687173701,2.10443898585312,1.26610217579148,2.56507242681127,2.78260712008327,2.89534824351414,1.14816406749736,3.5445,2.07080434828417,3.01262872121372,0.555550392545498,0.404531338948074,2.31304024689766,0.115469249806114,3.65925494971405,3.40689114140408,3.15511779906489,2.19424235715701,0.389674422201841,1.06018326204833
geo020s08a0047v02,0.722717,0.851717,45,t>a,2,ejective,coronal,a,initial,s08,answer,new,1.79457217652225,1.7944558307758,1.84299109504747,0.0352706140819208,0.176722578393474,1.24089279592488,1.66100516929051,2.35872910361209,1.81723226520109,1.84146984479371,0.829032051580311,0.0533000000000001,-0.664365379134494,1.6712101108267,1.36785031054029,-0.00722604509173969,0.0652257849177075,0.124339274255608,0.389809868497591,1.3855941160055,1.4451055749997,0.484029800978828,-0.197719498974053,1.25555905579737
geo020s08a0048v01,0.927499,1.056499,46,t>e,2,ejective,coronal,e,initial,s08,question,new,0.0412379080162448,0.889535994565335,1.35771482923658,0.306013029136504,-0.980296061850067,0.967554025811697,-0.531538665363532,-0.243856592911751,1.1718627504077,0.669213030264314,0.852370686107923,5.2731,1.87619252520288,1.48733807277198,-0.0356271776431513,-0.175902204991772,1.6884893597406,2.11862619649072,1.01515821333532,0.044782142771893,-0.149080223014152,2.4199502635792,0.672842427219582,2.64830019669644
geo020s08a0055v02,0.748466,0.877466,49,ko,3,pulmonic,velar,o,initial,s08,answer,new,2.9651751231287,2.32897382733195,1.32250222803211,2.1252033153765,2.23381362556683,0.704779264789653,1.50285442703132,1.00224822038503,-1.05871872500643,1.47759651952668,1.52985343309126,2.7384,2.35619220843186,0.872171641234605,1.09761178833453,2.33850227858083,2.63550101341248,0.953085427702632,-0.533753128409693,1.16296329222536,1.9686496360248,3.30377196632365,2.2787943236208,1.74414361528639
geo020s08a0056v01,0.712072,0.841072,50,ko,3,pulmonic,velar,o,initial,s08,question,new,1.50897648772007,1.49236462484696,1.84253179460148,2.68327241821829,2.78892948182783,-1.09751289322481,3.34334931830393,3.13204479525137,1.32816194368064,2.8283012996952,2.71145107822496,85.097,4.23740973856004,3.35012862346798,-0.350976922824095,1.16776514735643,3.06512306585995,3.15064837465734,0.492559814959097,3.30990412321576,1.95261618467985,2.36992593396306,2.48238681099253,2.03019877510138
geo020s08a0056v02,0.64227,0.77127,51,ko,3,pulmonic,velar,o,initial,s08,answer,echo,2.01188513797885,0.796966509198942,1.81099003750483,2.388469168151,2.15313335582325,1.7890391057256,2.92519177654078,2.23592164913979,-0.462829425497735,1.24089279592488,2.23546190113775,10.8388,2.22494782326689,1.55324844078272,1.41519760872662,2.176443471486,2.40781860058669,0.9918062843503,1.26231718130018,-0.216913001563573,0.987792453562866,0.769367206471354,-1.79757635454962,-0.0462533845174619
geo020s08a0057v01,0.810292,0.939292,52,p>a,2,ejective,labial,a,initial,s08,question,new,2.3352749108167,1.78597611113899,-0.0428031223253094,1.55940697882854,1.60061914112588,1.38819255840297,1.91550984999747,0.85590358185906,1.77838712328762,1.89782973295512,1.91346074447393,4.0093,0.943944808655971,1.42481771579064,1.55307917876472,-0.59293992014292,-0.744440474947496,0.734289123891121,2.19165353228676,2.77721550216677,1.75618410371413,3.10003823336321,3.35184255810261,2.11212652029719
geo020s08a0059v01,0.809141,0.938141,53,p>a,3,ejective,labial,a,initial,s08,question,new,1.46209732453539,2.23321357840227,2.42083912882354,2.34561584640943,0.751793375992678,2.04635000667964,2.10861191897962,1.60148638264648,0.356204833454113,1.01613606684387,1.16449365778162,0.3619,1.21618789540519,1.40024657473789,-0.28674917440318,-0.37004970288721,2.24934253159833,2.21225548950237,2.58045922445474,3.69825040924061,2.75415103798487,2.72007099432884,3.36946588750066,3.43025443992826
geo020s08a0061v02,0.81646,0.94546,57,t>a,3,ejective,coronal,a,initial,s08,answer,new,2.58499328294312,2.77716573173289,2.18893475596267,-3.01186165548389,1.81581773432113,1.37265172207873,0.44205415633878,0.37025235235242,-0.375129908312092,0.934052061452797,0.291698993809715,3.0844,-3.9633162998157,0.422715461514692,-0.372078689090531,-0.991014278070092,0.565256989254028,1.28279322685169,0.373423893896701,-0.615260641902873,1.68944985040349,-3.75930191841048,1.53613576935905,-0.747603366356003
geo020s08a0062v01,0.869714,0.998714,58,t>a,3,ejective,coronal,a,initial,s08,question,new,1.95160817016995,2.74148497718845,4.24630427219829,3.86519341807135,3.91086233210739,3.98254297697071,3.52541007308017,-1.53433043994725,3.71820279174266,3.57439129687908,3.17018545571908,15.6008,1.24274149225428,2.15401547668458,2.198590310964,2.14567393989727,0.970665274337488,2.43230548296417,-0.0171461588349699,3.08570094011577,2.55809515173948,2.69755532200956,2.45948627244109,0.945189121916804
geo020s08a0062v02,0.674549,0.803549,59,t>a,3,ejective,coronal,a,initial,s08,answer,echo,2.48035463841994,3.23401268240867,3.1940297004955,2.13842953082571,0.0309171026347195,2.50898118522918,2.84171825105536,3.13025879587268,2.04170073292764,1.86487051604538,3.08580147064286,1.1653,1.43372646067975,1.11831687194245,0.262364264467491,0.0866363066595467,1.46948595200666,1.12901216105919,2.37026243288196,2.089391872533,0.560815068510906,1.65553874931676,2.24596183005296,2.63620326063235
geo020s08a0063v01,0.798236,0.927236,60,p>i,2,ejective,labial,i,initial,s08,question,new,0.546038315521733,2.28997593057888,0.872422435417494,2.73167557773216,3.50224259980231,2.5661870527391,3.39154427330067,2.02252721569508,3.24138068020827,3.33419894853155,2.7480718754517,2.2454,3.01120199795768,3.11865319873312,2.59664925650853,1.82351650084125,2.31672465654777,2.65573182008934,2.35759397602484,1.88587196239502,0.871167835052195,1.55074891608542,2.32423894688888,1.71671259490514
geo020s08a0064v01,0.70452,0.83352,61,p>a,3,ejective,labial,a,initial,s08,question,new,1.73703925702782,1.22339300556542,-1.56877593071521,1.10915650254378,1.38684420992533,-0.27115277050057,0.744790413711784,-0.415363940287411,0.342099232486344,1.43138722249079,0.285028554986217,4.5227,1.86963058994327,1.35097801599232,0.747445953967324,0.844322008357063,1.44030894942613,1.61107656910261,1.5091091606373,0.363253259298855,0.784905605799486,1.33384250111747,1.39547707069454,0.55250485075748
geo020s08a0064v02,0.66373,0.79273,62,p>a,3,ejective,labial,a,initial,s08,answer,echo,2.00230398496575,1.68320868488525,1.01848624418882,0.595975268807672,1.568740910102,1.42084070487247,1.55335421499718,1.15898589859154,0.594210432699921,0.815939869146811,-0.265398864211324,2.9634,1.00239503092629,-0.048035449038557,0.734816815731338,-0.211462046540372,1.13616494472069,1.69616591594392,0.553080191662827,-1.39674881902375,0.0609069349035216,0.628448646621009,1.61685037214955,0.605790289341694
geo020s08a0065v01,0.850749,0.979749,63,k>a,2,ejective,velar,a,initial,s08,question,new,-0.952695413767955,2.0643405941446,2.08381944466275,0.66700852295025,-0.130336501728003,-1.34285180327705,0.912965208445578,2.58094383798494,1.55572062992811,0.265052954391419,1.47281603489114,5.0142,1.07243941436409,-1.41964434080145,1.31208253741994,1.3613354630787,1.39257459907704,1.76608262243807,1.65912291421215,1.67608670538103,1.42320471513999,-2.59829933714309,1.02954798605859,0.171092074842405
geo020s08a0067v01,0.879136,1.008136,64,k>e,3,ejective,velar,e,initial,s08,question,new,1.7642854922273,2.39184976274502,2.25990721071232,1.43067003383944,0.50416348089244,-0.158526908228237,-1.03902349725645,-0.107362518328499,1.039109953519,0.928653990857554,-1.58669842546461,3.0081,-0.892574205256839,0.982078472412158,0.599715235767393,1.0111644528078,3.47506723022861,3.88043945476626,2.42876830373725,1.55377720000867,1.94611012905798,1.75386720662681,1.75355557227525,2.01403597810291
geo020s08a0067v02,0.732478,0.861478,65,p>a,3,ejective,labial,a,initial,s08,answer,new,-0.728359936315687,1.63315443905142,1.81680974142784,1.48930211119412,0.374524685201527,2.95517586876166,2.46075055991024,2.82713609137851,3.58045034625024,2.57400057898188,2.32282879947109,19.2533,3.00526172377012,2.69831631349018,2.15915342540639,-0.0411345433585571,2.28532702555776,3.02602381698387,2.90725618803872,2.00901907738329,1.39896376422055,1.85362253953675,1.4116209190659,1.56228340984064
geo020s08a0068v01,0.873685,1.002685,66,p>a,3,ejective,labial,a,initial,s08,question,new,1.08197464751509,0.992844282589931,1.7086133398079,1.54261411537484,1.64455405952338,0.726243408049135,1.96212089910329,2.14921244375581,2.1506220186122,1.76119716364542,2.72142042004038,21.7951,2.34735767366247,2.46759940642994,3.08033074181933,3.3495075174231,3.0900647027887,0.0750147038054454,3.14841473321619,3.76604186386293,3.76875060861153,3.27232938420229,0.222663436077339,3.15216748470837
geo020s08a0068v02,0.618354,0.747354,67,p>a,3,ejective,labial,a,initial,s08,answer,echo,0.000599820071966218,2.94925892349691,3.21289799318166,3.08365615075531,2.49681875147945,-1.38389723652016,2.25976109580312,2.78769898504413,2.10543818170551,-1.59750934156882,0.107598010598018,4.62,1.56571588354287,-2.30058709033136,0.925527937226637,2.11325100578225,1.55953312730546,1.50527667735176,0.278161899067621,0.744932853709176,0.431522642427454,0.837983184605394,-0.419462617752018,1.28503652904566
geo020s08a0069v02,0.734372,0.863372,68,p>a,2,ejective,labial,a,initial,s08,answer,new,2.14855940535494,2.22998214157439,1.29595928493831,-1.363750396685,-0.44036716011743,0.985219601313019,1.22735724455867,-1.1282470937978,0.400251541055277,0.764397502088112,1.5193162489689,4.4984,1.9672242385588,0.888508350861703,0.14548466674198,1.4539997374739,0.961455283828529,-0.339256107997829,-2.12026353620009,0.2378351000572,0.533095792411718,-0.45539091687789,0.789275207654166,-1.80667008196381
geo020s08a0070v01,0.723302,0.852302,69,p>a,2,ejective,labial,a,initial,s08,question,new,3.01012322528935,3.06055512926466,2.33636797096161,1.38844205317735,2.80159518750532,2.70044132689869,2.35964572427566,1.66481585328341,1.82050888251404,2.63824271219028,2.28089147890879,0.8369,0.165260168865659,0.918727759907572,-0.0611310000042312,-2.70755032606056,0.571995978995795,0.357114847167118,1.82464606156227,1.40624403642751,0.200734329801079,1.12570851432981,0.300030515632644,1.8477143813725
geo020s08a0070v02,0.521131,0.650131,70,p>a,2,ejective,labial,a,initial,s08,answer,echo,0.339111607558144,-0.171381616755621,1.52623020141741,1.59131467417441,1.93163734691144,1.23325972495083,1.19246686413973,-3.28341434600578,1.20495232443944,1.3768751392034,-1.56637842297365,5.2108,2.02140185728209,2.09497034329746,2.05404680765989,0.637581615110236,2.31136642400138,2.13208142900402,3.00586080635003,1.46644475530272,2.96930615931747,2.71824472655989,-1.51777072390827,2.32996676973526
geo020s08a0071v01,0.856533,0.985533,71,k>e,2,ejective,velar,e,initial,s08,question,new,3.55367809644509,2.84210895464751,1.36261623376531,2.74730937505433,3.28021548510137,3.10728706501264,2.28961129607028,1.36986005465647,2.35335425004562,2.42599670290925,1.35864049333805,3.2208,0.485446275426594,1.09917879483985,1.49611242712198,4.29530521564238,4.38948500177677,3.35588964679093,1.47400757509765,3.06360118029582,2.20200203597432,2.60366698550884,2.16917940675386,1.29828248379668
geo020s08a0073v01,0.89382,1.02282,72,po,2,pulmonic,labial,o,initial,s08,question,new,1.98438882872808,2.10056682329478,1.59444609461486,2.07636180415291,1.52987508959741,0.0285874568519125,1.67829210763927,0.0467881614987583,0.22450262735184,0.0322735605502956,1.60665404105748,4.192,1.58690596392701,1.38606933580359,0.446671028919289,-1.84579335772054,1.89330772745786,0.711723566132881,-0.653926467406665,1.39693752121837,0.484029800978828,-0.235089622332611,-0.906835573103399,1.15363694618683
geo020s08a0075v02,0.756992,0.885992,73,k>a,3,ejective,velar,a,initial,s08,answer,new,0.60562658303045,2.22819554273939,-0.391858104701947,0.119115480890162,-0.0358344530092157,-0.586088108266537,0.839841559710749,-1.69390706906055,0.987084647174234,0.220981215149526,1.49843931037345,3.373,1.95062757590815,-3.39322921201298,-0.0544561857960587,0.479706404707121,0.81332734081605,1.06298511102496,0.540170810960456,1.10117566707127,0.78922978923699,-0.705017353130434,0.608732429417582,1.38128181929635
