#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
geo020s08a0016v02,0.861249,0.990249,19,t>a,2,ejective,coronal,a,initial,s08,answer,echo,7.75511104,1.48937616,14.08050576,70.49953296,361.52078769,373.107856,0.0120780100000007,1030.00557969,162.19550736,112.15233604,0.551900409999998,275.39070601,700.89915025,954.50720401,275.37079249,1458.88858116,177.69689809,31.19892736,111.028369,117.223929,203.65287849,402.77278864,56.42864161,549.16641649
geo020s08a0019v01,0.611026,0.740026,21,k>a,3,ejective,velar,a,initial,s08,question,new,2.16619523999999,10.66610281,74.20616449,184.27519504,115.52810256,20.11253409,61.18211961,54.68750401,92.140801,52.69743649,28.70280625,35.44773444,83.14521856,140.31823936,24.15329316,36.78058609,19.93711801,13.34806225,14.79325444,161.74243684,156.99087616,884.37243456,438.51710464,176.14863841
geo020s08a0021v01,0.776368,0.905368,22,k>a,3,ejective,velar,a,initial,s08,question,new,201.62296036,140.52442849,23.71787401,45.60706089,189.557824,245.64606361,70.93176841,2.85880464000001,11.888704,23.338561,37.14536809,9.64288809,19.82475625,6.28053721,1.79747649,18.56834281,6.421156,44.22649009,1.65353881,2.88558169,22.534009,31.37792256,13.61462404,2.77056025
geo020s08a0023v01,0.756105,0.885105,23,p>a,2,ejective,labial,a,initial,s08,question,new,0.0159516899999999,7.20654025,9.00900225,14.40278401,4.69242244,14.79787024,1.01505625,12.35381904,111.02415424,260.73206784,32.92120129,836.20445584,793.29539025,84.48551056,72.75407616,383.14539081,554.07981321,334.68141249,5.00103769,236.35372644,581.48017321,484.02640036,50.11082521,94.22973184
geo020s08a0023v02,0.758793,0.887793,24,po,3,pulmonic,labial,o,initial,s08,answer,new,147.41359396,1.27803025,91.546624,16.78868676,28.33326441,45.4276,12.8164,18.13737744,7.39599999999913e-05,18.29700625,38.30495881,13.69592064,2.80596001,1.72501956,0.12866569,22.95847225,24.79940401,6.78863025,5.44428889,1.99600384,11.08490436,14.32546801,45.70436025,2.108304
geo020s08a0024v01,0.65562,0.78462,25,po,3,pulmonic,labial,o,initial,s08,question,new,1.06729561,4.47914896,39.18259216,14.26346289,0.18498601,0.00652864,6.95482384,3.22417936,0.12208036,0.846399999999998,51.18114681,1.33795489,0.41383489,8.151025,0.0940035600000003,8.78114689,21.61785025,8.99760016,0.000148840000000011,6.99338025,2.91692241,2.63477824,2.05692964,13.65376401
geo020s08a0024v02,0.614861,0.743861,26,po,3,pulmonic,labial,o,initial,s08,answer,echo,1.37921536,11.38320121,13.053769,69.85282084,3.41954064,431.60893504,623.13139876,16.80426049,129.82551481,274.43898244,218.20016656,236.08629801,67.14655249,47.86702596,372.48614001,348.50169124,745.93988161,3.73030595999999,351.88882569,1013.99575489,402.91729984,126.05226529,210.08473249,405.982201
geo020s08a0025v02,0.73063,0.85963,27,t>i,3,ejective,coronal,i,initial,s08,answer,new,359.76605625,172.33388176,332.83988721,140.51494521,0.880969959999989,523.37085529,1203.34059664,827.23538689,20.34100201,363.45897316,754.52398596,772.65097156,197.90581041,11.95568929,380.54255625,418.41111601,111.260304,0.0604176399999996,4.82285521000001,1.50136009,13.734436,0.27836176,28.07304256,63.96960361
geo020s08a0026v01,0.804971,0.933971,28,t>i,3,ejective,coronal,i,initial,s08,question,new,132.16031521,85.55510016,13.39120836,0.546860250000002,3.713329,0.727097290000001,2.51317608999999,3.05585361,19.90319769,12.46654864,40.28694784,12.91971136,6.27051681,0.24157225,2.54115481,0.0188787599999999,2.66146596,65.73479929,34.17688521,3.829849,2.43079281,0.11128896,6.60438601,3.82945761
geo020s08a0026v02,0.684933,0.813933,29,t>i,3,ejective,coronal,i,initial,s08,answer,echo,5.34118321,0.518399999999998,4.11805849,2.39197155999999,28.13029444,119.46927204,91.97577216,48.52933569,0.839972250000002,10.17227236,5.16152961,45.56385001,16.84035369,0.91508356,7.94901636,1.177225,6.230016,40.46995456,1.19377476,6.14742436,2.90089024,0.00407044000000001,0.50509449,1.75589001
geo020s08a0027v01,0.80251,0.93151,30,k>e,2,ejective,velar,e,initial,s08,question,new,47.59896064,79.04810281,0.84125584,6.59924721,8.68775625,0.649313640000001,0.923136640000002,1.62792081,5.89324176,5.67106596,10.24512064,14.56338244,0.0951105599999999,4.652649,2.49039961,1.63353961,0.55264356,0.11655396,6.43789129,30.86358025,0.8464,0.15507844,11.07358729,0.0459673600000002
geo020s08a0029v02,0.794526,0.923526,31,p>i,3,ejective,labial,i,initial,s08,answer,new,3.58307041,11.43048481,25.816561,15.37816225,1.85286544,1.38086001,8.56967076,20.59253641,13.65154704,3.15098001,0.940318090000001,16.69376164,0.60357361,0.02719201,3.32259984,5.303809,8.12478016,92.49630625,33.01421764,77.65663129,492.47154889,324.78527524,8.06900835999999,155.48094864
geo020s08a0030v01,0.946657,1.075657,32,p>i,3,ejective,labial,i,initial,s08,question,new,87.5759072399999,225.86482944,517.40781156,74.82942016,7.70728644,22.14737721,4.27621041,3.77291776,0.0527161599999998,10.81423225,41.14067881,4.35389956,5.44055625,1.852321,0.0280897599999999,1.87005625,2.11266225,0.04028049,6.30763225,7.064964,3.38044996,3.06145009,1.97824225,14.69648896
geo020s08a0030v02,0.824034,0.953034,33,p>i,3,ejective,labial,i,initial,s08,answer,echo,0.303050250000003,35.38822144,152.77207201,321.94048329,182.67144336,3.11769649,38.87148409,114.59916601,102.00192016,2.643876,2.30553856,1.359556,5.326864,5.17380516,158.10044644,149.68299025,30.47371209,0.0592435600000006,4.72584121,25.17831684,15.35229124,28.48677129,26.80961284,0.84842521
geo020s08a0033v02,0.734091,0.863091,34,k>a,3,ejective,velar,a,initial,s08,answer,new,12.72562929,526.92743401,645.12952036,471.55859716,94.14626841,85.60505529,367.16308225,361.67671684,54.04602256,1.42754704,6.34888809,4.35849129,0.783402009999999,0.70408881,3.286969,26.97348096,65.21854564,10.666756,198.12533049,63.61976644,143.21387584,29.57510689,9.14397121,6.75272196
geo020s08a0034v01,0.42487,0.55387,35,k>a,3,ejective,velar,a,initial,s08,question,new,19.72425744,42.49344969,59.3346684099999,63.616576,41.15735716,181.60796644,140.85179761,31.08843049,12.46019401,117.89399241,93.53597796,8.23288249000002,132.46859025,188.09025316,252.16169616,262.04163129,213.88477504,26.43502225,118.66398489,0.26543104,38.81788416,40.3225,3168.50781025,15307.05905089
geo020s08a0034v02,0.596411,0.725411,36,k>a,3,ejective,velar,a,initial,s08,answer,echo,539.55392089,254.32275625,13.89351076,187.70370025,164.63199481,147.89721769,175.74274624,55.41760249,139.806976,999.24267664,1138.24589641,258.45063696,28.56261136,781.41493444,1031.90640289,446.27407504,1.44408288999999,3.75894544,91.87030801,41.70059776,42.72321769,37.78683841,45.31039969,148.88392324
geo020s08a0039v01,0.74836,0.87736,39,k>a,3,ejective,velar,a,initial,s08,question,new,11.840481,9.95023936,97.48205289,4.54926241,3.83728921000001,19.37848441,0.80335369,0.0398401600000001,8.96942601,11.27482084,3.20839744,6.584356,0.86955625,62.12119489,0.290089960000001,7.32027136,29.00145609,6132.62838321,2223.782649,766.74717604,135.08947984,35.22897316,47.28625225,7.10382408999999
geo020s08a0041v02,0.73725,0.86625,40,t>e,3,ejective,coronal,e,initial,s08,answer,new,11.108889,225.56435344,368.54400625,66.53828041,16.01520361,103.84425216,260.72237961,377.05484041,54.46292401,80.38019025,558.81177664,164.72439025,0.246214439999998,177.42506401,199.97353744,92.02948624,16.46655241,54.49687684,190.59459136,155.04981361,99.71620164,21.62064004,64.61587456,66.129424
geo020s08a0042v01,0.94241,1.07141,41,t>e,3,ejective,coronal,e,initial,s08,question,new,63.89764096,0.322056249999999,12.50400321,10.51834624,0.924289960000001,0.141451209999999,16.68068964,9.69637321,17.97420816,3.27284281,3.51225081,5.81726161,16.46817561,9.09203409,0.0701190400000001,1.62180225,5.09946724,0.08398404,0.19633761,6.52649209,0.10732176,3.2761,4.020025,4.38106761
geo020s08a0042v02,0.617477,0.746477,42,t>e,3,ejective,coronal,e,initial,s08,answer,echo,0.374544,25.45505209,54.56629161,0.90839961,0.00346921000000005,1.60376896,0.707112810000001,1.61417025,8.00210944,12.411529,9.884736,9.90297961,82.53359104,103.06513441,16.10657689,17.17356481,0.0935748100000007,0.0665124099999997,115.92613561,480.25845904,157.69331776,278.47265625,678.45141841,41.63733729
geo020s08a0047v01,0.674809,0.803809,44,t>a,2,ejective,coronal,a,initial,s08,question,new,123.17892196,2.49924481,198.15911361,339.42535225,94.03374841,67.28100625,12.581209,169.04160256,261.18115321,327.24086404,9.93762576,12.56348025,62.90393344,413.74814464,3.03770041,2.24580196,102.11304601,1.25978176,1507.95528976,910.30734369,550.17455364,80.51831824,2.18005225,8.33419160999998
geo020s08a0047v02,0.722717,0.851717,45,t>a,2,ejective,coronal,a,initial,s08,answer,new,36.20308561,36.19466244,39.88427716,1.07308881,1.42396489,11.96260569,27.71601316,111.88350625,37.88156304,39.76311364,5.24913921,0.00284089000000001,0.26481316,28.28750596,15.42054361,0.98565184,1.13934276,1.28232976,2.18064289,15.97760784,17.99710929,2.63283076,0.673384359999998,12.31869604
geo020s08a0048v01,0.927499,1.056499,46,t>e,2,ejective,coronal,e,initial,s08,question,new,1.08597241,5.924356,15.11110129,1.844164,0.14077504,6.92479225,0.34539129,0.614028960000001,10.419984,3.81303729,5.49996304,27.80558361,42.62261796,19.58328009,0.931225,0.703417689999999,29.28216769,69.21740809,7.61649604,1.09369764,0.742182250000001,126.45677209,3.84081604000001,199.6569
geo020s08a0055v02,0.748466,0.877466,49,ko,3,pulmonic,velar,o,initial,s08,answer,new,376.28628361,105.41950276,14.08350784,70.13392516,87.14969316,4.09414756,20.20053025,7.42235536,0.12033961,19.20542976,21.32130625,7.49883456,111.31727049,5.72214241,8.98200900000001,107.44773649,194.61087009,6.72727969000001,0.343864960000001,10.23616036,51.279921,740.66166801,95.35327201,32.729841
geo020s08a0056v01,0.712072,0.841072,50,ko,3,pulmonic,velar,o,initial,s08,question,new,20.44938841,19.78114576,39.84765625,214.12176241,264.50468496,0.11135569,801.67127044,525.36307264,14.24383081,286.17473889,226.53561121,7241.499409,4792.55752089,812.61484096,0.495616,10.33493904,459.54925641,545.27854144,2.67813224999999,749.80130625,49.66161841,114.41725156,143.27611204,57.99736336
geo020s08a0056v02,0.64227,0.77127,51,ko,3,pulmonic,velar,o,initial,s08,answer,echo,55.91151076,4.92307344,37.41157225,118.74025024,74.16309924,35.80466569,347.36758884,87.51789601,0.39627025,11.96260569,87.43746064,117.47958544,85.618009,22.34263824,16.95215929,77.70246201,123.42543409,7.26895521,12.48632896,0.648025,7.21083609,4.65869056,0.0274564900000001,0.91164304
geo020s08a0057v01,0.810292,0.939292,52,p>a,2,ejective,labial,a,initial,s08,question,new,106.75642329,35.58599716,0.91795561,22.619536,24.56292721,16.06085776,46.10953216,5.53896225,35.04995209,44.50757796,45.92095225,16.07448649,6.60541401,17.28148041,22.335076,0.30547729,0.225625,4.343056,80.1025,258.37990564,33.52757409,492.78672144,815.40515809,68.32344964
geo020s08a0059v01,0.809141,0.938141,53,p>a,3,ejective,labial,a,initial,s08,question,new,18.619225,87.04516804,126.68177809,108.98733609,4.49779264,59.90140816,67.84487424,24.60556816,2.03889841,7.63140625,10.26753849,0.13097161,11.38590049,16.45275844,0.56355049,0.47706649,89.89884225,83.47197769,174.32449024,1630.26982756,246.73183929,230.47490596,844.657969,953.85234025
geo020s08a0061v02,0.81646,0.94546,57,t>a,3,ejective,coronal,a,initial,s08,answer,new,175.91247424,258.35418756,79.66812049,0.0024206399999999,37.77454521,15.56933764,2.42082481,2.09699361,0.47224384,6.47600704,1.79211769,9.51352336,0.000360999999999996,2.32898121,0.47513449,0.13778944,3.09724801,13.00828489,2.11033729,0.292140250000001,29.33847225,0.000542890000000005,21.59089156,0.22420225
geo020s08a0062v01,0.869714,0.998714,58,t>a,3,ejective,coronal,a,initial,s08,question,new,49.5616,240.5601,4878.57547024,2276.48265625,2494.203364,2878.67660089,1153.80464329,0.0464833600000039,1696.64081409,1272.55579441,567.00658161,243.38496064,12.00691801,74.29405636,81.22155129,73.06488484,6.96801609,129.62050201,0.966289000000001,478.85693584,166.69908544,220.32652356,136.86192144,6.62187289
geo020s08a0062v02,0.674549,0.803549,59,t>a,3,ejective,coronal,a,initial,s08,answer,echo,142.69497025,644.21038969,594.70138225,72.01389321,1.06378596,151.10309776,293.95788304,523.48982401,59.34699369,41.66831601,478.953225,1.35792409,17.59215249,9.36176409,1.69,1.18919025,18.896409,9.56417476,114.49428004,65.2864,3.06985441000001,27.41464881,89.29305025,194.88439201
geo020s08a0063v01,0.798236,0.927236,60,p>i,2,ejective,labial,i,initial,s08,question,new,2.98045696,97.50970009,5.72501328999999,235.88659396,1101.56282404,169.41885921,882.79105924,57.11429476,653.773761,787.13352481,243.75015625,5.04182116,412.56921924,511.47893281,180.06150969,38.36068096,102.86827776,202.64661316,111.62979025,43.45578241,5.71066609000001,22.231225,104.42591721,30.98258244
geo020s08a0064v01,0.70452,0.83352,61,p>a,3,ejective,labial,a,initial,s08,question,new,32.26808025,11.55116169,0.0433888899999998,9.19181124,16.01760484,0.58140625,4.435236,0.43573201,1.98218241,17.51004025,1.76836804,20.45481529,42.06689881,14.90886544,4.45885456,5.41213696,17.825284,25.08206724,20.45481529,2.067844,4.80574084,14.40657936,16.29656161,3.01925376
geo020s08a0064v02,0.66373,0.79273,62,p>a,3,ejective,labial,a,initial,s08,answer,echo,54.85031721,28.97453584,7.667361,3.29349904,23.04576036,17.14456836,22.34736529,10.15505689,3.28189456,5.11347769,0.58813561,8.78173956,7.42453504,0.90839961,4.34764201,0.65512836,9.70197904,29.735209,3.02272996,0.0612067599999995,1.12954384,3.51450009,25.37338384,3.35878929
geo020s08a0065v01,0.850749,0.979749,63,k>a,2,ejective,velar,a,initial,s08,question,new,0.14876449,62.09597601,64.56283201,3.79626256,0.77053284,0.06817321,6.20856889,174.49353216,22.45338225,1.69911225,19.02268225,25.14220164,8.54100625,0.0584672399999998,13.79305321,15.22092196,16.20223504,34.19793441,27.61187209,28.56474916,17.22582016,0.00553535999999997,7.83888004,1.40801956
geo020s08a0067v01,0.879136,1.008136,64,k>e,3,ejective,velar,e,initial,s08,question,new,34.07523876,119.54579569,91.81855684,17.48494225,2.74101136,0.728291560000001,0.12517444,0.80676324,7.99023289,6.40646721,0.04186116,9.04866561,0.16777216,7.1289,3.31822656,7.55590144,1043.29,2346.96647025,128.70675601,22.36627849,49.01960196,33.37257361,33.35178001,56.15254225
geo020s08a0067v02,0.732478,0.861478,65,p>a,3,ejective,labial,a,initial,s08,answer,new,0.232999290000001,26.2144,37.84956484,19.660356,2.11498849,368.83586601,137.20842496,285.508609,1288.07056609,172.08717124,104.13182025,370.68956089,407.69667225,220.66211209,75.0614304399999,0.921024089999996,96.6072752099999,424.98234801,335.12794225,55.591936,16.410601,40.74141241,16.83132676,22.75003809
geo020s08a0068v01,0.873685,1.002685,66,p>a,3,ejective,labial,a,initial,s08,question,new,8.70545025,7.28406121,30.48475369,21.87245824,26.81893369,4.27372929,50.61468736,73.58379961,73.79153604,33.86541636,231.09776361,475.02638401,109.36767241,139.10079481,473.74134336,811.60602769,483.05446225,1.16186841,542.84806081,1866.99175569,1877.13361081,695.51930529,1.56100036000002,546.93773689
geo020s08a0068v02,0.618354,0.747354,67,p>a,3,ejective,labial,a,initial,s08,answer,echo,1.00120036,364.49682724,617.572201,476.90261161,147.47187844,0.0628003600000011,91.79172864,263.85454096,67.41559449,0.0409657600000001,1.24010496,21.3444,22.90675321,0.0100400400000002,6.36653824000001,68.47728001,22.62524356,20.29862916,1.74424849,4.43649969,2.37036816,5.34395689,0.43217476,13.06677904
geo020s08a0069v02,0.734372,0.863372,68,p>a,2,ejective,labial,a,initial,s08,answer,new,73.48775625,86.48442009,13.35537025,0.06538249,0.41447844,7.17382656,11.64310884,0.10471696,2.22666084,4.61261529,20.87667481,20.23560256,51.13394064,5.91219225,1.33772356,18.32011204,6.84084025,0.50737129,0.0144,1.60909225,2.90429764,0.40220964,4.84792324,0.02696164
geo020s08a0070v01,0.723302,0.852302,69,p>a,2,ejective,labial,a,initial,s08,question,new,411.68004201,455.36999236,106.99006096,16.06887396,271.29054681,221.60192769,112.08880384,27.92805409,38.130625,195.68092996,95.75405316,0.70040161,1.39169209,6.28053721,0.88491649,0.00444889,3.13927524,2.04261264,38.44744036,16.65129636,1.49401729,9.50118976,1.82223001,40.26283209
geo020s08a0070v02,0.521131,0.650131,70,p>a,2,ejective,labial,a,initial,s08,answer,echo,1.97037369,0.709806249999999,21.16736064,24.11006404,47.62104064,11.78136976,10.85834304,0.00140624999999997,11.13289956,15.70140625,0.04359744,27.15243664,56.98589121,66.01887504,60.83064036,3.57928561,101.77177924,71.10536976,408.18545296,18.78182244,379.40806656,229.63462369,0.0480486400000003,105.62906176
geo020s08a0071v01,0.856533,0.985533,71,k>e,2,ejective,velar,e,initial,s08,question,new,1220.91541056,294.18767361,15.25996096,243.37872036,706.57614225,499.98301609,97.43861521,15.48265104,110.68723264,127.99528225,15.13910281,10.37355264,2.64030001,9.01020289,19.92997449,5380.89734116,6496.18268121,822.03197521,19.06806889,458.15262025,81.77765761,182.60657424,76.58175121,13.417569
geo020s08a0073v01,0.89382,1.02282,72,po,2,pulmonic,labial,o,initial,s08,question,new,52.91980516,66.76197264,24.26153536,63.60700516,21.32222976,1.058841,28.69102096,1.09809441,1.56675289,1.06667584,24.86119321,17.572864,23.89840996,15.99280081,2.44328161,0.0249324099999999,44.10686569,4.15140625,0.2704,16.34423184,2.63283076,0.62489025,0.16305444,10.04699809
geo020s08a0075v02,0.756992,0.885992,73,k>a,3,ejective,velar,a,initial,s08,answer,new,3.35768976,86.17594561,0.45670564,1.26900225,0.930839040000001,0.30969225,5.363856,0.03378244,7.20063556,1.55575729,20.02294009,11.377129,49.46449561,0.00112895999999999,0.896809,2.61016336,5.08682916,8.381025,2.94568569,9.04625929,4.84748289,0.24413481,3.37861161,15.8404
geo020s08a0076v01,0.869516,0.998516,74,k>a,3,ejective,velar,a,initial,s08,question,new,131.44851801,466.30515481,83.66395024,5.640625,287.00086921,386.23647841,312.43390564,108.42223876,65.66022961,647.23430464,873.84089664,238.06329849,7.49226384000001,439.09107025,628.23918609,268.05548176,22.38141481,95.16197601,328.67514436,258.46671361,83.49938884,21.13700625,81.97310521,75.78573025
geo020s08a0076v02,0.629307,0.758307,75,k>a,3,ejective,velar,a,initial,s08,answer,echo,146.531025,299.64648609,143.22823684,25.4016,30.184036,106.43636224,20.53721124,0.576536490000001,35.13525625,3.70023696,12.61173169,49.56864025,16.42356676,88.29797089,173.09086096,102.27074641,0.577600000000002,16.58607076,73.50833169,73.95828001,8.30534761,8.31514896,23.05056121,37.82865025
geo020s08a0077v02,0.682455,0.811455,76,k>a,3,ejective,velar,a,initial,s08,answer,new,81.1801,77.704225,0.0798062499999994,25.72315524,208.21047025,234.83723536,228.39974641,77.228944,193.50479236,22.01298724,2.63867536,14.31562896,5.18700625,49.47152896,22.20482884,1.13891584,7.851204,10.16780769,48.39845761,102.87842041,181.74814596,25.41369744,26.99425936,1.31997121
geo020s08a0078v01,0.835241,0.964241,77,k>a,3,ejective,velar,a,initial,s08,question,new,321.735969,28.24816201,8.22140929,85.93846209,144.51165369,232.21188225,45.60976225,13.02632464,90.69324289,107.27987776,25.847056,1.07868996,2.24460324,13.3225,4.50161089,0.00442225000000018,0.460633689999999,14.93204164,6.120676,21.16552036,39.73789444,3.67335556,61.09298244,79.80742225
geo020s08a0078v02,0.643635,0.772635,78,k>a,3,ejective,velar,a,initial,s08,answer,echo,0.502255689999999,41.44140625,31.72392976,5.64252516,37.81635025,34.90210084,33.92829504,20.45933824,0.00237169000000002,0.14691889,5.50043209,79.93790464,67.026969,1.17679104,1.52448409,1.27418944,1.054729,0.008649,4.17711844,20.566225,6.35392849,2.421136,0.33570436,1.87854436
geo020s08a0081v01,0.738477,0.867477,82,to,2,pulmonic,coronal,o,initial,s08,question,new,124.40502369,111.978724,182.87964289,104.64880804,5.62875625000001,5.08502500000001,10.64651641,11.85356041,28.387584,12.18498649,1.2769,19.49928964,36.38019856,74.54422921,0.240492159999998,0.0387302399999999,15.01640001,169.650625,220.55517121,239.84407161,75.846681,4.81319721,86.90154841,100.07001225
geo020s08a0081v02,0.756841,0.885841,83,p>a,3,ejective,labial,a,initial,s08,answer,new,0.23580736,320.41,54.36407824,45.10331281,2.23741764,1.80956304,5.9536,12.94848256,14.737921,15.81334756,0.0315062499999998,3.46257664,16.64884809,15.36718401,11.50973476,16.63334656,6.02211599999999,0.11648569,40.86789184,35.70779536,60.21139216,32.913169,0.453467559999999,0.0476985600000004
geo020s08a0082v01,0.672542,0.801542,84,p>a,3,ejective,labial,a,initial,s08,question,new,1.34258569,235.28798881,128.26695025,3.13183809,816.05063556,152.58919729,55.50101001,109.348849,56.39259025,130.14018241,43.47556096,8.07582724,60.75578916,81.65291044,106.65932176,65.47399056,2.16060601,7605.46200649,4032.80881936,1579.10069641,34.51680001,141.92671689,126.93627556,24.40458801
geo020s08a0082v02,0.72473,0.85373,85,p>a,3,ejective,labial,a,initial,s08,answer,echo,252.56837776,19.56027529,351.01896025,652.444849,43.59168576,99.45075625,242.16028225,92.409769,12.05617284,13.77745924,0.879281289999999,11.50159396,71.73243025,134.59480225,39.05875009,45.08988201,54.68010916,56.03570449,15.66813889,0.792990249999999,1.89778176,3.46294881,29.20753936,37.52297536
geo020s08a0083v02,0.691826,0.820826,86,pa,2,pulmonic,labial,a,initial,s08,answer,new,94.63982089,72.60232849,12.34257424,3.49764804,0.903830489999999,14.61838756,52.05333904,45.20679696,79.78776976,60.75890704,15.59065225,3.74732164,9.11496481000001,31.84119184,33.37603984,8.87920804,25.2004,53.30168064,48.30945025,12.75418369,2.43640881,14.20913025,14.26270756,11.70871524
geo020s08a0084v01,0.680439,0.809439,87,pa,2,pulmonic,labial,a,initial,s08,question,new,26.72683204,1.33795489,30.68495236,10.38515076,3.81499024,27.77184601,5.52673081,14.56643556,1.76066361,40.43306569,49.74904089,22.127616,2.19869584,0.19289664,4.26794281,1.57276681,0.06620329,1.08430569,0.12659364,0.53699584,4.78646884,4.67986689,1.97739844,104.07060225
geo020s08a0084v02,0.64328,0.77228,88,pa,2,pulmonic,labial,a,initial,s08,answer,echo,2.12197489,5.26932025,14.62527049,7.72673209,11.00646976,0.37662769,0.41049649,1.71374281,7.612081,11.63833225,47.07057664,62.20003689,18.26280225,0.0339664900000001,16.29494689,154.62176409,184.43269636,95.53694049,14.07450256,5.05845081000001,7.76402496,54.85920489,32.27830596,0.0710222499999999
geo020s08a0085v01,0.763955,0.892955,89,t>a,3,ejective,coronal,a,initial,s08,question,new,436.350321,49.603849,58.67253604,100.31624964,160.17939844,145.97230761,163.25428441,6.31215376,391.96872324,1236.76008976,700.00988929,0.0620009999999976,1012.67787076,1462.74886681,617.920164,0.478310559999992,232.989696,5553.39434521,8364.07189809,1368.778009,95.7814542400001,43.1425648900001,9.58273935999998,50.64599556
