#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
geo020s08a0024v02,0.614861,0.743861,26,po,3,pulmonic,labial,o,initial,s08,answer,echo,1.1744,3.3739,-3.613,-8.3578,1.8492,20.7752,24.9626,4.0993,-11.3941,-16.5662,-14.7716,-15.3651,-8.1943,6.9186,19.2999,18.6682,27.3119,1.9314,-18.7587,-31.8433,-20.0728,-11.2273,14.4943,20.149
geo020s08a0025v02,0.73063,0.85963,27,t>i,3,ejective,coronal,i,initial,s08,answer,new,-18.9675,-13.1276,-18.2439,-11.8539,0.938599999999994,22.8773,34.6892,28.7617,4.5101,-19.0646,-27.4686,-27.7966,-14.0679,3.4577,19.5075,20.4551,10.548,-0.245799999999999,-2.1961,-1.2253,3.706,-0.5276,-5.2984,-7.9981
geo020s08a0026v01,0.804971,0.933971,28,t>i,3,ejective,coronal,i,initial,s08,question,new,-11.4961,-9.2496,-3.6594,-0.739500000000001,-1.927,-0.8527,-1.5853,1.7481,4.4613,3.5308,6.3472,3.5944,2.5041,0.4915,1.5941,0.1374,1.6314,-8.1077,-5.8461,-1.957,-1.5591,0.3336,-2.5699,1.9569
geo020s08a0026v02,0.684933,0.813933,29,t>i,3,ejective,coronal,i,initial,s08,answer,echo,-2.3111,-0.719999999999999,-2.0293,1.5466,5.3038,10.9302,9.5904,6.9663,-0.916500000000001,-3.1894,-2.2719,-6.7501,-4.1037,-0.9566,2.8194,1.085,-2.496,-6.3616,1.0926,2.4794,1.7032,0.0638000000000001,0.7107,1.3251
geo020s08a0027v01,0.80251,0.93151,30,k>e,2,ejective,velar,e,initial,s08,question,new,-6.8992,-8.8909,0.9172,2.5689,-2.9475,0.805800000000001,-0.960800000000001,1.2759,-2.4276,2.3814,3.2008,3.8162,-0.3084,2.157,-1.5781,-1.2781,0.7434,0.3414,2.5373,-5.5555,-0.92,-0.3938,-3.3277,0.2144
geo020s08a0029v02,0.794526,0.923526,31,p>i,3,ejective,labial,i,initial,s08,answer,new,-1.8929,-3.3809,-5.081,-3.9215,-1.3612,1.1751,2.9274,4.5379,3.6948,1.7751,-0.9697,-4.0858,0.7769,-0.1649,-1.8228,2.303,-2.8504,-9.6175,-5.7458,8.8123,22.1917,18.0218,-2.8406,-12.4692
geo020s08a0030v01,0.946657,1.075657,32,p>i,3,ejective,labial,i,initial,s08,question,new,9.3582,15.0288,22.7466,8.6504,2.7762,-4.7061,-2.0679,-1.9424,-0.2296,-3.2885,-6.4141,2.0866,2.3325,-1.361,-0.1676,1.3675,1.4535,0.2007,-2.5115,-2.658,-1.8386,1.7497,1.4065,3.8336
geo020s08a0030v02,0.824034,0.953034,33,p>i,3,ejective,labial,i,initial,s08,answer,echo,0.550500000000003,-5.9488,-12.3601,-17.9427,-13.5156,-1.7657,6.2347,10.7051,10.0996,1.626,1.5184,1.166,2.308,-2.2746,-12.5738,-12.2345,-5.5203,0.243400000000001,2.1739,5.0178,3.9182,5.3373,5.1778,0.9211
geo020s08a0033v02,0.734091,0.863091,34,k>a,3,ejective,velar,a,initial,s08,answer,new,-3.5673,-22.9549,-25.3994,-21.7154,-9.7029,9.2523,19.1615,19.0178,7.3516,-1.1948,-2.5197,2.0877,-0.8851,-0.8391,-1.813,-5.1936,-8.0758,-3.266,-14.0757,7.9762,11.9672,5.4383,3.0239,2.5986
geo020s08a0034v01,0.42487,0.55387,35,k>a,3,ejective,velar,a,initial,s08,question,new,4.4412,-6.5187,-7.7029,-7.976,-6.4154,-13.4762,-11.8681,-5.5757,-3.5299,-10.8579,-9.6714,-2.8693,11.5095,13.7146,15.8796,16.1877,14.6248,-5.1415,-10.8933,-0.5152,6.2304,6.35,56.2895,-123.7217
geo020s08a0034v02,0.596411,0.725411,36,k>a,3,ejective,velar,a,initial,s08,answer,echo,23.2283,15.9475,-3.7274,-13.7005,-12.8309,-12.1613,-13.2568,-7.4443,11.824,31.6108,33.7379,16.0764,-5.3444,-27.9538,-32.1233,-21.1252,-1.2017,1.9388,9.5849,6.4576,6.5363,6.1471,6.7313,12.2018
geo020s08a0039v01,0.74836,0.87736,39,k>a,3,ejective,velar,a,initial,s08,question,new,-3.441,-3.1544,-9.8733,-2.1329,-1.9589,4.4021,0.8963,0.1996,2.9949,3.3578,-1.7912,2.566,-0.9325,7.8817,0.538600000000001,2.7056,-5.3853,-78.3111,47.157,27.6902,11.6228,5.9354,6.8765,-2.6653
geo020s08a0041v02,0.73725,0.86625,40,t>e,3,ejective,coronal,e,initial,s08,answer,new,3.333,15.0188,19.1975,8.1571,-4.0019,-10.1904,-16.1469,-19.4179,-7.3799,8.9655,23.6392,12.8345,0.496199999999998,-13.3201,-14.1412,-9.5932,-4.0579,7.3822,13.8056,12.4519,9.9858,-4.6498,-8.0384,-8.132
geo020s08a0042v01,0.94241,1.07141,41,t>e,3,ejective,coronal,e,initial,s08,question,new,7.9936,-0.567499999999999,-3.5361,-3.2432,0.9614,0.376099999999999,-4.0842,-3.1139,-4.2396,-1.8091,1.8741,2.4119,4.0581,3.0153,0.2648,-1.2735,-2.2582,-0.2898,-0.4431,2.5547,0.3276,1.81,-2.005,-2.0931
geo020s08a0042v02,0.617477,0.746477,42,t>e,3,ejective,coronal,e,initial,s08,answer,echo,-0.612,-5.0453,-7.3869,0.9531,0.0589000000000004,-1.2664,-0.8409,-1.2705,-2.8288,-3.523,3.144,3.1469,9.0848,10.1521,4.0133,4.1441,-0.305900000000001,0.257899999999999,-10.7669,-21.9148,-12.5576,16.6875,26.0471,-6.4527
geo020s08a0047v01,0.674809,0.803809,44,t>a,2,ejective,coronal,a,initial,s08,question,new,11.0986,-1.5809,-14.0769,-18.4235,-9.6971,-8.2025,3.547,13.0016,16.1611,18.0898,3.1524,-3.5445,-7.9312,-20.3408,-1.7429,-1.4986,10.1051,-1.1224,-38.8324,30.1713,23.4558,8.9732,-1.4765,-2.8869
geo020s08a0047v02,0.722717,0.851717,45,t>a,2,ejective,coronal,a,initial,s08,answer,new,-6.0169,-6.0162,-6.3154,-1.0359,1.1933,3.4587,5.2646,10.5775,6.1548,6.3058,2.2911,-0.0533000000000001,-0.5146,-5.3186,-3.9269,-0.9928,1.0674,-1.1324,-1.4767,-3.9972,-4.2423,-1.6226,-0.820599999999999,3.5098
geo020s08a0048v01,0.927499,1.056499,46,t>e,2,ejective,coronal,e,initial,s08,question,new,1.0421,2.434,3.8873,-1.358,-0.3752,-2.6315,-0.5877,0.7836,-3.228,-1.9527,2.3452,5.2731,6.5286,4.4253,-0.965,-0.838699999999999,-5.4113,-8.3197,-2.7598,-1.0458,-0.8615,-11.2453,-1.9598,14.13
geo020s08a0055v02,0.748466,0.877466,49,ko,3,pulmonic,velar,o,initial,s08,answer,new,-19.3981,10.2674,3.7528,-8.3746,9.3354,2.0234,-4.4945,-2.7244,-0.3469,-4.3824,4.6175,2.7384,10.5507,2.3921,2.997,-10.3657,13.9503,2.5937,-0.586400000000001,-3.1994,-7.161,-27.2151,-9.7649,5.721
geo020s08a0056v01,0.712072,0.841072,50,ko,3,pulmonic,velar,o,initial,s08,question,new,4.5221,-4.4476,-6.3125,-14.6329,-16.2636,-0.3337,28.3138,22.9208,-3.7741,-16.9167,-15.0511,-85.097,69.2283,28.5064,-0.704,-3.2148,21.4371,23.3512,-1.6365,-27.3825,-7.0471,-10.6966,-11.9698,-7.6156
geo020s08a0056v02,0.64227,0.77127,51,ko,3,pulmonic,velar,o,initial,s08,answer,echo,7.4774,-2.2188,-6.1165,-10.8968,-8.6118,5.9837,18.6378,9.3551,-0.6295,-3.4587,-9.3508,-10.8388,-9.253,-4.7268,4.1173,8.8149,11.1097,2.6961,-3.5336,-0.805,-2.6853,-2.1584,0.1657,-0.9548
geo020s08a0057v01,0.810292,0.939292,52,p>a,2,ejective,labial,a,initial,s08,question,new,10.3323,5.9654,-0.9581,-4.756,-4.9561,-4.0076,-6.7904,-2.3535,5.9203,6.6714,6.7765,4.0093,-2.5701,-4.1571,-4.726,0.5527,-0.475,2.084,-8.95,-16.0742,-5.7903,22.1988,28.5553,8.2658
geo020s08a0059v01,0.809141,0.938141,53,p>a,3,ejective,labial,a,initial,s08,question,new,4.315,9.3298,11.2553,10.4397,-2.1208,-7.7396,-8.2368,-4.9604,1.4279,2.7625,3.2043,0.3619,-3.3743,-4.0562,-0.7507,-0.6907,-9.4815,-9.1363,13.2032,40.3766,15.7077,-15.1814,-29.063,-30.8845
geo020s08a0061v02,0.81646,0.94546,57,t>a,3,ejective,coronal,a,initial,s08,answer,new,13.2632,16.0734,8.9257,0.049199999999999,-6.1461,-3.9458,-1.5559,1.4481,0.6872,-2.5448,-1.3387,-3.0844,-0.0189999999999999,1.5261,0.6893,0.3712,-1.7599,3.6067,1.4527,-0.540500000000001,-5.4165,0.0233000000000001,-4.6466,-0.4735
geo020s08a0062v01,0.869714,0.998714,58,t>a,3,ejective,coronal,a,initial,s08,question,new,-7.04,-15.51,-69.8468,47.7125,49.942,53.6533,33.9677,0.215600000000009,-41.1903,-35.6729,-23.8119,-15.6008,3.4651,8.6194,9.0123,8.5478,2.6397,11.3851,0.983000000000001,-21.8828,12.9112,14.8434,11.6988,2.5733
geo020s08a0062v02,0.674549,0.803549,59,t>a,3,ejective,coronal,a,initial,s08,answer,echo,11.9455,25.3813,24.3865,8.4861,1.0314,-12.2924,-17.1452,-22.8799,-7.7037,-6.4551,21.885,-1.1653,4.1943,3.0597,-1.3,1.0905,4.347,-3.0926,10.7002,8.08,1.7521,-5.2359,-9.4495,-13.9601
geo020s08a0063v01,0.798236,0.927236,60,p>i,2,ejective,labial,i,initial,s08,question,new,-1.7264,-9.8747,-2.3927,15.3586,33.1898,-13.0161,29.7118,-7.5574,-25.569,-28.0559,-15.6125,2.2454,20.3118,22.6159,13.4187,-6.1936,-10.1424,-14.2354,-10.5655,-6.5921,2.3897,4.715,10.2189,5.5662
geo020s08a0064v01,0.70452,0.83352,61,p>a,3,ejective,labial,a,initial,s08,question,new,-5.6805,-3.3987,-0.208299999999999,3.0318,4.0022,0.7625,2.106,0.6601,1.4079,4.1845,-1.3298,-4.5227,-6.4859,-3.8612,-2.1116,2.3264,4.222,5.0082,4.5227,-1.438,-2.1922,-3.7956,-4.0369,-1.7376
geo020s08a0064v02,0.66373,0.79273,62,p>a,3,ejective,labial,a,initial,s08,answer,echo,7.4061,5.3828,2.769,-1.8148,-4.8006,-4.1406,-4.7273,-3.1867,1.8116,2.2613,0.7669,2.9634,-2.7248,-0.9531,2.0851,0.8094,-3.1148,-5.453,-1.7386,0.247399999999999,1.0628,1.8747,5.0372,1.8327
geo020s08a0065v01,0.850749,0.979749,63,k>a,2,ejective,velar,a,initial,s08,question,new,0.3857,-7.8801,-8.0351,-1.9484,-0.8778,0.2611,-2.4917,-13.2096,-4.7385,-1.3035,4.3615,5.0142,2.9225,-0.2418,3.7139,3.9014,4.0252,5.8479,-5.2547,-5.3446,-4.1504,-0.0743999999999998,2.7998,1.1866
geo020s08a0067v01,0.879136,1.008136,64,k>e,3,ejective,velar,e,initial,s08,question,new,-5.8374,-10.9337,-9.5822,-4.1815,1.6556,0.853400000000001,0.3538,0.8982,2.8267,2.5311,0.2046,3.0081,0.4096,2.67,-1.8216,-2.7488,-32.3,48.4455,11.3449,-4.7293,-7.0014,-5.7769,-5.7751,-7.4935
geo020s08a0067v02,0.732478,0.861478,65,p>a,3,ejective,labial,a,initial,s08,answer,new,0.482700000000001,5.12,6.1522,4.434,-1.4543,-19.2051,-11.7136,16.897,35.8897,13.1182,-10.2045,-19.2533,-20.1915,-14.8547,-8.66379999999999,0.959699999999998,9.8289,20.6151,18.3065,7.456,-4.051,-6.3829,-4.1026,-4.7697
geo020s08a0068v01,0.873685,1.002685,66,p>a,3,ejective,labial,a,initial,s08,question,new,-2.9505,-2.6989,5.5213,4.6768,-5.1787,-2.0673,-7.1144,-8.5781,-8.5902,5.8194,15.2019,21.7951,10.4579,-11.7941,-21.7656,-28.4887,-21.9785,-1.0779,23.2991,43.2087,43.3259,26.3727,-1.24940000000001,-23.3867
geo020s08a0068v02,0.618354,0.747354,67,p>a,3,ejective,labial,a,initial,s08,answer,echo,1.0006,-19.0918,-24.851,-21.8381,-12.1438,-0.250600000000002,9.5808,16.2436,8.2107,-0.2024,-1.1136,4.62,4.7861,0.100200000000001,-2.5232,-8.2751,-4.7566,-4.5054,-1.3207,-2.1063,1.5396,2.3117,0.6574,3.6148
geo020s08a0069v02,0.734372,0.863372,68,p>a,2,ejective,labial,a,initial,s08,answer,new,-8.5725,-9.2997,-3.6545,0.2557,-0.6438,-2.6784,-3.4122,-0.323600000000001,1.4922,2.1477,4.5691,4.4984,7.1508,2.4315,-1.1566,-4.2802,-2.6155,0.7123,0.12,-1.2685,-1.7042,0.6342,-2.2018,-0.1642
geo020s08a0070v01,0.723302,0.852302,69,p>a,2,ejective,labial,a,initial,s08,question,new,-20.2899,-21.3394,-10.3436,4.0086,16.4709,14.8863,10.5872,5.2847,-6.175,-13.9886,-9.7854,-0.8369,1.1797,2.5061,0.9407,-0.0667,1.7718,1.4292,6.2006,4.0806,1.2223,-3.0824,1.3499,-6.3453
geo020s08a0070v02,0.521131,0.650131,70,p>a,2,ejective,labial,a,initial,s08,answer,echo,-1.4037,-0.842499999999999,4.6008,4.9102,6.9008,-3.4324,3.2952,0.0374999999999996,-3.3366,-3.9625,0.2088,5.2108,7.5489,8.1252,-7.7994,-1.8919,-10.0882,-8.4324,-20.2036,4.3338,19.4784,15.1537,-0.219200000000001,-10.2776
geo020s08a0071v01,0.856533,0.985533,71,k>e,2,ejective,velar,e,initial,s08,question,new,34.9416,17.1519,-3.9064,-15.6006,-26.5815,-22.3603,-9.8711,3.9348,10.5208,11.3135,3.8909,-3.2208,1.6249,3.0017,4.4643,-73.3546,80.5989,28.6711,-4.3667,-21.4045,-9.0431,-13.5132,8.7511,-3.663
geo020s08a0073v01,0.89382,1.02282,72,po,2,pulmonic,labial,o,initial,s08,question,new,-7.2746,8.1708,4.9256,7.9754,4.6176,-1.029,-5.3564,-1.0479,-1.2517,-1.0328,-4.9861,-4.192,-4.8886,-3.9991,-1.5631,0.1579,6.6413,2.0375,0.52,-4.0428,-1.6226,-0.7905,0.4038,3.1697
geo020s08a0075v02,0.756992,0.885992,73,k>a,3,ejective,velar,a,initial,s08,answer,new,1.8324,9.2831,-0.6758,1.1265,0.9648,-0.5565,2.316,0.1838,2.6834,1.2473,4.4747,-3.373,-7.0331,-0.0335999999999999,0.947,-1.6156,-2.2554,2.895,1.7163,3.0077,2.2017,0.4941,1.8381,3.98
geo020s08a0076v01,0.869516,0.998516,74,k>a,3,ejective,velar,a,initial,s08,question,new,11.4651,21.5941,9.1468,-2.375,-16.9411,-19.6529,-17.6758,-10.4126,8.1031,25.4408,29.5608,15.4293,-2.7372,-20.9545,-25.0647,-16.3724,-4.7309,9.7551,18.1294,16.0769,9.1378,-4.5975,-9.0539,-8.7055
geo020s08a0076v02,0.629307,0.758307,75,k>a,3,ejective,velar,a,initial,s08,answer,echo,-12.105,-17.3103,-11.9678,-5.04,5.494,10.3168,4.5318,-0.759300000000001,-5.9275,1.9236,3.5513,7.0405,-4.0526,-9.3967,-13.1564,-10.1129,-0.760000000000002,4.0726,8.5737,8.5999,2.8819,-2.8836,4.8011,6.1505
geo020s08a0077v02,0.682455,0.811455,76,k>a,3,ejective,velar,a,initial,s08,answer,new,9.01,8.815,0.282499999999999,5.0718,-14.4295,15.3244,-15.1129,8.788,-13.9106,-4.6918,-1.6244,3.7836,2.2775,-7.0336,-4.7122,-1.0672,2.802,3.1887,6.9569,10.1429,13.4814,5.0412,5.1956,-1.1489
geo020s08a0078v01,0.835241,0.964241,77,k>a,3,ejective,velar,a,initial,s08,question,new,-17.937,-5.3149,2.8673,9.2703,12.0213,15.2385,6.7535,-3.6092,-9.5233,-10.3576,-5.084,-1.0386,-1.4982,-3.65,-2.1217,0.0665000000000013,0.678699999999999,3.8642,-2.474,-4.6006,-6.3038,1.9166,7.8162,8.9335
geo020s08a0078v02,0.643635,0.772635,78,k>a,3,ejective,velar,a,initial,s08,answer,echo,-0.708699999999999,6.4375,5.6324,2.3754,-6.1495,-5.9078,-5.8248,-4.5232,-0.0487000000000002,0.3833,2.3453,8.9408,8.187,1.0848,-1.2347,1.1288,-1.027,0.093,2.0438,4.535,2.5207,-1.556,0.5794,-1.3706
geo020s08a0081v01,0.738477,0.867477,82,to,2,pulmonic,coronal,o,initial,s08,question,new,11.1537,10.582,13.5233,10.2298,2.3725,-2.255,-3.2629,-3.4429,-5.328,-3.4907,-1.13,4.4158,6.0316,8.6339,-0.490399999999998,0.1968,-3.8751,-13.025,-14.8511,-15.4869,-8.709,2.1939,9.3221,10.0035
geo020s08a0081v02,0.756841,0.885841,83,p>a,3,ejective,labial,a,initial,s08,answer,new,0.4856,17.9,7.3732,-6.7159,1.4958,-1.3452,-2.44,-3.5984,-3.839,-3.9766,-0.177499999999999,1.8608,4.0803,3.9201,3.3926,4.0784,2.454,0.3413,-6.3928,-5.9756,-7.7596,-5.737,-0.673399999999999,-0.218400000000001
geo020s08a0082v01,0.672542,0.801542,84,p>a,3,ejective,labial,a,initial,s08,question,new,-1.1587,-15.3391,-11.3255,1.7697,28.5666,12.3527,-7.4499,-10.457,-7.5095,-11.4079,-6.5936,2.8418,7.7946,9.0362,10.3276,8.0916,-1.4699,-87.2093,63.5044,39.7379,5.8751,-11.9133,-11.2666,-4.9401
geo020s08a0082v02,0.72473,0.85373,85,p>a,3,ejective,labial,a,initial,s08,answer,echo,-15.8924,-4.4227,18.7355,25.543,6.6024,-9.9725,-15.5615,-9.613,-3.4722,-3.7118,-0.9377,3.3914,8.4695,11.6015,6.2497,-6.7149,-7.3946,-7.4857,-3.9583,-0.890499999999999,1.3776,1.8609,5.4044,6.1256
geo020s08a0083v02,0.691826,0.820826,86,pa,2,pulmonic,labial,a,initial,s08,answer,new,-9.7283,-8.5207,-3.5132,-1.8702,-0.950699999999999,3.8234,7.2148,6.7236,8.9324,7.7948,3.9485,-1.9358,-3.0191,-5.6428,-5.7772,-2.9798,-5.02,-7.3008,-6.9505,-3.5713,-1.5609,3.7695,3.7766,3.4218
geo020s08a0084v01,0.680439,0.809439,87,pa,2,pulmonic,labial,a,initial,s08,question,new,-5.1698,1.1567,5.5394,3.2226,1.9532,5.2699,2.3509,3.8166,-1.3269,-6.3587,-7.0533,-4.704,1.4828,-0.4392,2.0659,1.2541,0.2573,-1.0413,-0.3558,-0.7328,2.1878,2.1633,-1.4062,-10.2015
geo020s08a0084v02,0.64328,0.77228,88,pa,2,pulmonic,labial,a,initial,s08,answer,echo,-1.4567,-2.2955,-3.8243,-2.7797,-3.3176,0.6137,0.6407,1.3091,2.759,3.4115,6.8608,7.8867,4.2735,0.1843,-4.0367,-12.4347,-13.5806,-9.7743,-3.7516,-2.2491,2.7864,7.4067,5.6814,0.2665
geo020s08a0085v01,0.763955,0.892955,89,t>a,3,ejective,coronal,a,initial,s08,question,new,20.889,7.043,-7.6598,-10.0158,-12.6562,-12.0819,-12.7771,-2.5124,19.7982,35.1676,26.4577,-0.248999999999995,-31.8226,-38.2459,-24.858,-0.691599999999994,15.264,-74.5211,91.4553,36.997,9.7868,-6.5683,-3.0956,-7.1166
geo020s08a0085v02,0.750385,0.879385,90,pa,2,pulmonic,labial,a,initial,s08,answer,new,6.9088,25.0009,31.5492,33.5616,10.3566,-18.9902,-31.9938,-32.3413,-15.122,4.8951,15.7761,13.5571,5.0222,3.4981,0.968,5.9763,3.8065,1.6974,-6.8623,-9.1541,-5.7437,-2.9877,0.2323,1.722
geo020s08a0086v01,0.604739,0.733739,91,pa,2,pulmonic,labial,a,initial,s08,question,new,-2.6707,-2.1133,-1.9193,0.456,-2.4217,1.9443,1.7035,9.1142,6.8327,1.1135,-4.5816,11.8129,23.5138,13.6624,-15.4104,-25.9099,-18.3686,-18.788,-26.3906,-9.2864,22.1316,40.4968,39.4448,9.8171
geo020s08a0086v02,0.689932,0.818932,92,pa,2,pulmonic,labial,a,initial,s08,answer,echo,0.2317,4.709,-3.4326,-6.835,-6.4174,-5.3584,-0.503,1.7086,6.1523,9.8616,3.2914,-2.4536,-3.7598,-7.8457,-5.1477,-0.7445,3.1622,2.5522,-1.5383,-1.3784,2.52,1.9748,1.1775,-2.8693
geo020s08a0087v01,0.947635,1.076635,93,p>a,3,ejective,labial,a,initial,s08,question,new,-1.5045,-3.733,-7.9186,-6.1005,-5.0984,-0.903700000000001,5.6171,5.1764,5.9349,1.2239,1.1599,-2.9641,-1.6375,-0.0732000000000002,-0.7255,-3.4186,-0.6345,-1.7476,-1.4635,1.2319,2.6322,3.8397,-0.4005,2.9921
geo020s08a0089v01,1.105101,1.234101,97,p>e,2,ejective,labial,e,initial,s08,question,new,8.2192,3.6119,-0.6149,8.3679,11.7844,14.346,6.4928,-2.435,-7.0647,-9.5198,-1.8475,6.0868,3.4398,2.0123,4.4722,1.2346,-12.6185,-7.8736,9.8974,7.8404,-4.5557,-13.8561,-12.3514,-19.4221
