#file onset_f offset_f onset_v offset_v item sequence syllables type place vowel position speaker question new bad_vot constriction vowelduration check_vowel good_vot 
geo020s08a0024v02 0.614861 0.743861 0.554324 0.754418 1_3771 po 3 pulmonic labial o initial s08 answer echo 70.97 80.54 119.56 o 74.18 
geo020s08a0025v02 0.730630 0.859630 0.683262 0.851704 1_1826 t>i 3 ejective coronal i initial s08 answer new 50.40 70.52 97.92 i 16.81 
geo020s08a0025v02 0.909482 1.038482 0.851704 1.044851 2_8273 t>u 3 ejective coronal u medial s08 answer new 41.58 80.14 113.01 u 16.47 
geo020s08a0026v01 0.804971 0.933971 0.748401 0.916298 1_556 t>i 3 ejective coronal i initial s08 question new 37.36 78.14 89.76 i 28.29 
geo020s08a0026v01 0.969822 1.098822 0.916298 1.095098 2_482 t>u 3 ejective coronal u medial s08 question new 40.79 76.86 101.94 u 18.07 
geo020s08a0026v02 0.684933 0.813933 0.636557 0.802854 1_7433 t>i 3 ejective coronal i initial s08 answer echo 54.73 71.80 94.50 i 42.88 
geo020s08a0026v02 0.874008 1.003008 0.802854 1.004488 2_7435 t>u 3 ejective coronal u medial s08 answer echo 44.16 93.46 108.17 u 26.50 
geo020s08a0027v01 0.802510 0.931510 0.752472 0.951826 1_5393 k>e 2 ejective velar e initial s08 question new 54.47 72.28 127.08 e 20.34 
geo020s08a0029v02 0.794526 0.923526 0.726294 0.909005 1_1725 p>i 3 ejective labial i initial s08 answer new 20.26 90.45 92.26 i 14.62 
geo020s08a0029v02 1.144942 1.273942 1.090760 1.249849 3_1541 t>i 3 ejective coronal i medial s08 answer new 33.28 74.18 84.91 i 23.04 
geo020s08a0030v01 0.946657 1.075657 0.888370 1.058636 1_212 p>i 3 ejective labial i initial s08 question new 54.77 79.88 90.39 i 30.68 
geo020s08a0030v01 1.286766 1.415766 1.233767 1.376137 3_5761 t>i 3 ejective coronal i medial s08 question new 69.37 75.50 66.87 i 44.14 
geo020s08a0030v02 0.824034 0.953034 0.763475 0.927351 1_6216 p>i 3 ejective labial i initial s08 answer echo 26.36 82.40 81.48 i 15.84 
geo020s08a0030v02 1.152343 1.281343 1.093722 1.289407 3_8375 t>i 3 ejective coronal i medial s08 answer echo 39.65 85.21 110.48 i 29.89 
geo020s08a0033v02 0.734091 0.863091 0.693534 0.896089 1_3514 k>a 3 ejective velar a initial s08 answer new 73.38 60.56 142.00 a 56.14 
geo020s08a0033v02 0.939658 1.068658 0.896089 1.079964 2_9878 k>a 3 ejective velar a medial s08 answer new 88.03 65.29 118.59 a 68.04 
geo020s08a0034v01 0.423870 0.552870 0.375953 0.558510 1_3962 k>a 3 ejective velar a initial s08 question new 56.99 81.52 101.03 a 11.18 
geo020s08a0034v01 0.599641 0.728641 0.558510 0.719019 2_4517 k>a 3 ejective velar a medial s08 question new 44.72 96.39 64.11 a 26.91 
geo020s08a0034v02 0.596411 0.725411 0.555153 0.741413 1_9781 k>a 3 ejective velar a initial s08 answer echo 51.81 65.44 120.82 a 37.86 
geo020s08a0034v02 0.779567 0.908567 0.741413 0.913346 2_353 k>a 3 ejective velar a medial s08 answer echo 33.76 61.05 110.89 a 24.00 
geo020s08a0035v01 1.038597 1.167597 0.975675 1.186957 2_9291 t>a 3 ejective coronal a medial s08 question new 65.20 84.50 126.78 a 28.56 
geo020s08a0039v01 0.748360 0.877360 0.703229 0.899037 1_1013 k>a 3 ejective velar a initial s08 question new 28.31 67.33 128.48 a 17.51 
geo020s08a0039v01 0.938503 1.067503 0.899037 1.099197 2_5565 k>a 3 ejective velar a medial s08 question new 46.04 60.96 139.20 a 15.25 
geo020s08a0041v02 0.737250 0.866250 0.687789 0.920128 1_7128 t>e 3 ejective coronal e initial s08 answer new 53.01 72.94 159.40 e 37.32 
geo020s08a0042v01 0.942410 1.071410 0.883081 1.101890 1_7848 t>e 3 ejective coronal e initial s08 question new 44.60 81.37 137.43 e 19.17 
geo020s08a0042v02 0.617477 0.746477 0.574912 0.776615 1_7278 t>e 3 ejective coronal e initial s08 answer echo 46.40 66.71 134.99 e 16.96 
geo020s08a0045v01 1.049929 1.178929 0.990282 1.209971 2_6047 p>i 2 ejective labial i medial s08 question new 140.04 81.29 138.40 i 35.20 
geo020s08a0047v01 0.674809 0.803809 0.619789 0.787818 1_238 t>a 2 ejective coronal a initial s08 question new 52.80 77.44 90.59 a 12.29 
geo020s08a0047v02 0.722717 0.851717 0.665651 0.861383 1_7203 t>a 2 ejective coronal a initial s08 answer new 53.40 80.03 115.70 a 29.15 
geo020s08a0048v01 0.927499 1.056499 0.839165 1.065137 1_5550 t>e 2 ejective coronal e initial s08 question new 65.16 111.79 114.18 e 34.25 
geo020s08a0055v02 0.748466 0.877466 0.709788 0.907748 1_8129 ko 3 pulmonic velar o initial s08 answer new 65.16 58.68 139.28 o 73.67 
geo020s08a0056v01 0.712072 0.841072 0.656671 0.873584 1_9036 ko 3 pulmonic velar o initial s08 question new 65.16 75.40 141.51 o 84.91 
geo020s08a0056v02 0.642270 0.771270 0.608728 0.808258 1_2959 ko 3 pulmonic velar o initial s08 answer echo 65.16 53.54 145.99 o 93.01 
geo020s08a0057v01 0.810292 0.939292 0.774185 0.979869 1_8857 p>a 2 ejective labial a initial s08 question new 79.62 56.88 148.81 a 56.38 
geo020s08a0057v01 1.065871 1.194871 0.979869 1.201915 2_4243 pi 2 pulmonic labial i medial s08 question new 79.62 106.00 116.04 i 73.52 
geo020s08a0059v01 0.809141 0.938141 0.746690 0.952843 1_1542 p>a 3 ejective labial a initial s08 question new 46.65 83.99 122.16 a 18.11 
geo020s08a0059v01 1.007843 1.136843 0.952843 1.174680 2_9813 t>a 3 ejective coronal a medial s08 question new 32.77 77.94 143.90 a 15.77 
geo020s08a0059v02 1.316212 1.445212 1.222808 1.473528 3_9004 t>i 3 ejective coronal i medial s08 answer new 52.98 113.40 137.32 i 28.85 
geo020s08a0060v01 1.190669 1.319669 1.153380 1.296621 3_8462 t>i 3 ejective coronal i medial s08 question new 85.95 57.29 85.95 i 28.72 
geo020s08a0060v02 1.247060 1.376060 1.191087 1.378416 3_6638 t>i 3 ejective coronal i medial s08 answer echo 22.42 76.97 110.36 i 16.56 
geo020s08a0061v02 0.816460 0.945460 0.775477 0.974481 1_8982 t>a 3 ejective coronal a initial s08 answer new 81.88 63.22 135.79 a 61.31 
geo020s08a0061v02 1.207133 1.336133 1.157097 1.356101 3_8986 k>a 3 ejective velar a medial s08 answer new 61.78 74.38 124.62 a 25.69 
geo020s08a0062v01 0.869714 0.998714 0.814366 1.001014 1_4080 t>a 3 ejective coronal a initial s08 question new 31.41 78.14 108.51 a 14.54 
geo020s08a0062v01 1.176428 1.305428 1.144255 1.294008 3_5678 k>a 3 ejective velar a medial s08 question new 97.58 54.11 95.65 a 36.31 
geo020s08a0062v02 0.674549 0.803549 0.629381 0.807296 1_1474 t>a 3 ejective coronal a initial s08 answer echo 58.89 66.50 111.42 a 24.50 
geo020s08a0062v02 1.004673 1.133673 0.958318 1.127958 3_6744 k>a 3 ejective velar a medial s08 answer echo 33.60 69.01 100.63 a 23.92 
geo020s08a0063v01 0.798236 0.927236 0.719554 0.964005 1_2353 p>i 2 ejective labial i initial s08 question new 42.97 100.51 143.94 i 28.55 
geo020s08a0064v01 0.704520 0.833520 0.646078 0.841372 1_1356 p>a 3 ejective labial a initial s08 question new 38.35 80.25 115.05 a 21.14 
geo020s08a0064v01 1.088528 1.217528 1.043696 1.191128 3_5073 t>i 3 ejective coronal i medial s08 question new 82.60 103.38 44.05 i 48.97 
geo020s08a0064v02 0.663730 0.792730 0.602567 0.805867 1_1224 p>a 3 ejective labial a initial s08 answer echo 47.85 82.96 120.34 a 19.16 
geo020s08a0064v02 1.078292 1.207292 1.015334 1.209162 3_4053 t>i 3 ejective coronal i medial s08 answer echo 31.17 85.50 108.33 i 23.83 
geo020s08a0065v01 0.850749 0.979749 0.797459 0.993542 1_2797 k>a 2 ejective velar a initial s08 question new 71.51 75.12 120.96 a 16.09 
geo020s08a0065v01 1.058013 1.187013 0.993542 1.193841 2_1101 t>a 2 ejective coronal a medial s08 question new 115.83 84.47 115.83 a 11.12 
geo020s08a0067v01 0.879136 1.008136 0.833092 1.008616 1_2438 k>e 3 ejective velar e initial s08 question new 52.12 67.57 107.95 e 32.88 
geo020s08a0067v02 0.732478 0.861478 0.669085 0.866517 1_9656 p>a 3 ejective labial a initial s08 answer new 31.01 85.24 112.19 a 24.29 
geo020s08a0068v01 0.873685 1.002685 0.814684 1.007574 1_4189 p>a 3 ejective labial a initial s08 question new 45.30 81.11 111.78 a 17.73 
geo020s08a0068v02 0.618354 0.747354 0.573515 0.763737 1_4013 p>a 3 ejective labial a initial s08 answer echo 37.61 66.83 123.39 a 11.49 
geo020s08a0069v02 0.734372 0.863372 0.667648 0.897114 1_5008 p>a 2 ejective labial a initial s08 answer new 70.06 87.77 141.70 a 52.21 
geo020s08a0070v01 0.723302 0.852302 0.663168 0.865928 1_6496 p>a 2 ejective labial a initial s08 question new 52.22 82.46 120.30 a 11.47 
geo020s08a0070v02 0.521131 0.650131 0.464491 0.650079 1_5066 p>a 2 ejective labial a initial s08 answer echo 31.38 78.82 106.77 a 15.00 
geo020s08a0071v01 0.856533 0.985533 0.801090 0.993317 1_3598 k>e 2 ejective velar e initial s08 question new 56.80 75.44 116.78 e 27.11 
geo020s08a0073v01 0.893820 1.022820 0.816299 1.053079 1_4914 po 2 pulmonic labial o initial s08 question new 56.80 97.52 139.26 o 76.45 
geo020s08a0075v02 0.756992 0.885992 0.714341 0.885384 1_7631 k>a 3 ejective velar a initial s08 answer new 63.65 62.65 108.39 a 20.19 
geo020s08a0075v02 0.947933 1.076933 0.885384 1.058709 2_4949 p>e 3 ejective labial e medial s08 answer new 61.74 83.91 89.42 e 13.70 
geo020s08a0076v01 0.869516 0.998516 0.818074 0.997540 1_6438 k>a 3 ejective velar a initial s08 question new 36.58 73.12 106.35 a 23.43 
geo020s08a0076v01 1.057003 1.186003 0.997540 1.154754 2_4983 p>e 3 ejective labial e medial s08 question new 208.57 79.46 77.75 e 9.10 
geo020s08a0076v02 0.629307 0.758307 0.602215 0.757786 1_2444 k>a 3 ejective velar a initial s08 answer echo 39.57 48.55 107.02 a 32.71 
geo020s08a0076v02 0.812667 0.941667 0.757786 0.924796 2_4598 p>e 3 ejective labial e medial s08 answer echo 16.87 76.48 90.53 e 8.94 
geo020s08a0077v02 0.682455 0.811455 0.652564 0.823924 1_1824 k>a 3 ejective velar a initial s08 answer new 45.87 52.19 119.17 a 14.99 
geo020s08a0078v01 0.835241 0.964241 0.793551 0.966477 1_1717 k>a 3 ejective velar a initial s08 question new 55.57 64.63 108.29 a 21.55 
geo020s08a0078v02 0.643635 0.772635 0.594495 0.780405 1_8873 k>a 3 ejective velar a initial s08 answer echo 116.77 71.23 114.68 a 23.35 
geo020s08a0079v02 0.962031 1.091031 0.900558 1.061994 2_54 p>i 3 ejective labial i medial s08 answer new 33.21 82.68 78.76 i 27.57 
geo020s08a0079v02 1.137752 1.266752 1.061994 1.280926 3_570 t>o 3 ejective coronal o medial s08 answer new 14.19 98.21 120.73 o 9.61 
geo020s08a0080v01 0.939107 1.068107 0.868777 1.015651 2_3566 p>i 3 ejective labial i medial s08 question new 14.28 93.08 53.80 i 7.08 
geo020s08a0080v01 1.065930 1.194930 1.015651 1.164686 3_3614 t>o 3 ejective coronal o medial s08 question new 78.76 70.28 78.76 o 27.99 
geo020s08a0080v02 0.920975 1.049975 0.852860 1.009989 2_965 p>i 3 ejective labial i medial s08 answer echo 25.21 88.94 68.19 i 12.03 
geo020s08a0080v02 1.072080 1.201080 1.009989 1.190795 3_5772 t>o 3 ejective coronal o medial s08 answer echo 19.88 84.15 96.66 o 12.17 
geo020s08a0081v01 0.738477 0.867477 0.676359 0.926044 1_2664 to 2 pulmonic coronal o initial s08 question new 19.88 82.12 167.57 o 86.24 
geo020s08a0081v01 0.962490 1.091490 0.926044 1.111860 2_8013 k>i 2 ejective velar i medial s08 question new 129.37 58.55 127.26 i 51.15 
geo020s08a0081v02 0.756841 0.885841 0.713665 0.892535 1_5718 p>a 3 ejective labial a initial s08 answer new 36.80 65.52 113.35 a 13.99 
geo020s08a0081v02 0.942463 1.071463 0.892535 1.086900 2_2165 t>e 3 ejective coronal e medial s08 answer new 68.87 73.37 120.99 e 54.14 
geo020s08a0082v01 0.672542 0.801542 0.624177 0.806174 1_8062 p>a 3 ejective labial a initial s08 question new 42.29 70.20 111.80 a 24.81 
geo020s08a0082v01 0.852114 0.981114 0.806174 0.982048 2_2809 t>e 3 ejective coronal e medial s08 question new 43.91 68.21 107.67 e 16.96 
geo020s08a0082v02 0.724730 0.853730 0.695336 0.862648 1_1483 p>a 3 ejective labial a initial s08 answer echo 47.56 52.21 115.10 a 24.31 
geo020s08a0082v02 0.911871 1.040871 0.862648 1.048580 2_5520 t>e 3 ejective coronal e medial s08 answer echo 46.52 70.89 115.05 e 35.62 
geo020s08a0083v02 0.691826 0.820826 0.626276 0.850672 1_4065 pa 2 pulmonic labial a initial s08 answer new 46.52 85.55 138.85 a 92.23 
geo020s08a0083v02 0.922565 1.051565 0.850672 1.097737 2_9913 pa 2 pulmonic labial a medial s08 answer new 46.52 91.89 155.17 a 70.36 
geo020s08a0084v01 0.680439 0.809439 0.632335 0.817321 1_7155 pa 2 pulmonic labial a initial s08 question new 46.52 68.10 116.88 a 61.83 
geo020s08a0084v01 0.870953 0.999953 0.817321 0.985680 2_1940 pa 2 pulmonic labial a medial s08 question new 46.52 73.63 94.73 a 25.20 
geo020s08a0084v02 0.643280 0.772280 0.586568 0.790786 1_2446 pa 2 pulmonic labial a initial s08 answer echo 46.52 76.71 127.51 a 63.55 
geo020s08a0084v02 0.862120 0.991120 0.790786 1.022084 2_886 pa 2 pulmonic labial a medial s08 answer echo 46.52 91.33 139.96 a 76.05 
geo020s08a0085v01 0.763955 0.892955 0.714779 0.952105 1_5457 t>a 3 ejective coronal a initial s08 question new 69.24 71.40 165.93 a 21.20 
geo020s08a0085v02 0.750385 0.879385 0.693574 0.909904 1_8959 pa 2 pulmonic labial a initial s08 answer new 69.24 76.81 139.52 a 72.22 
geo020s08a0085v02 0.980614 1.109614 0.909904 1.164040 2_8757 pa 2 pulmonic labial a medial s08 answer new 69.24 90.71 163.43 a 59.84 
geo020s08a0086v01 0.604739 0.733739 0.555576 0.746346 1_7462 pa 2 pulmonic labial a initial s08 question new 69.24 69.16 121.61 a 49.37 
geo020s08a0086v01 0.811146 0.940146 0.746346 0.925671 2_5442 pa 2 pulmonic labial a medial s08 question new 69.24 84.80 94.52 a 23.36 
geo020s08a0086v02 0.689932 0.818932 0.617647 0.844152 1_3656 pa 2 pulmonic labial a initial s08 answer echo 69.24 92.28 134.22 a 57.78 
geo020s08a0086v02 0.909375 1.038375 0.844152 1.060267 2_6168 pa 2 pulmonic labial a medial s08 answer echo 69.24 85.22 130.89 a 61.71 
geo020s08a0087v01 0.947635 1.076635 0.885794 1.091383 1_9316 p>a 3 ejective labial a initial s08 question new 68.44 84.53 121.06 a 17.73 
geo020s08a0087v01 1.356146 1.485146 1.306648 1.488050 3_9011 k>i 3 ejective velar i medial s08 question new 111.90 69.50 111.90 i 76.36 
geo020s08a0087v02 1.104247 1.233247 1.049204 1.252008 2_6587 t>i 3 ejective coronal i medial s08 answer new 59.17 78.84 123.97 i 27.63 
geo020s08a0088v01 0.979693 1.108693 0.943406 1.089612 2_7235 t>i 3 ejective coronal i medial s08 question new 31.17 59.30 86.91 i 19.88 
geo020s08a0088v02 0.868728 0.997728 0.814147 0.999756 2_5127 t>i 3 ejective coronal i medial s08 answer echo 55.19 77.71 107.90 i 23.42 
geo020s08a0089v01 1.105101 1.234101 1.050552 1.251009 1_3027 p>e 2 ejective labial e initial s08 question new 51.73 74.55 125.91 e 25.41 
geo020s08a0093v01 0.800981 0.929981 0.759151 0.941954 1_9205 k>a 3 ejective velar a initial s08 question new 41.02 63.54 119.26 a 24.92 
geo020s08a0095v02 0.631111 0.760111 0.588894 0.799640 1_5295 t>a 2 ejective coronal a initial s08 answer new 78.82 64.19 146.56 a 53.19 
geo020s08a0096v01 0.739458 0.868458 0.688429 0.861968 1_4988 t>a 2 ejective coronal a initial s08 question new 51.60 72.65 100.89 a 14.61 
geo020s08a0096v02 0.721353 0.850353 0.679400 0.863584 1_5721 t>a 2 ejective coronal a initial s08 answer echo 67.51 65.05 119.13 a 25.50 
geo020s08a0097v01 0.792201 0.921201 0.730004 0.916353 1_2550 p>e 3 ejective labial e initial s08 question new 33.46 83.59 102.76 e 27.38 
geo020s08a0097v02 0.605589 0.734589 0.559913 0.767884 1_6190 p>a 3 ejective labial a initial s08 answer new 66.51 68.01 139.96 a 51.04 
geo020s08a0097v02 0.934198 1.063198 0.903064 1.098557 3_4011 k>a 3 ejective velar a medial s08 answer new 43.78 69.41 126.08 a 33.78 
geo020s08a0098v01 0.750093 0.879093 0.697107 0.906689 1_6354 p>a 3 ejective labial a initial s08 question new 62.57 72.99 136.60 a 24.35 
geo020s08a0098v01 1.051763 1.180763 1.024950 1.187320 3_6484 k>a 3 ejective velar a medial s08 question new 115.56 58.56 103.81 a 26.33 
geo020s08a0098v02 0.653803 0.782803 0.604954 0.806280 1_5120 p>a 3 ejective labial a initial s08 answer echo 67.77 71.86 129.47 a 59.65 
geo020s08a0098v02 0.965063 1.094063 0.928659 1.108333 3_1305 k>a 3 ejective velar a medial s08 answer echo 37.30 71.19 108.49 a 29.82 
geo020s08a0099v01 0.970762 1.099762 0.882966 1.169933 1_9499 pu 2 pulmonic labial u initial s08 question new 37.30 107.80 179.17 u 108.20 
geo020s08a0101v02 0.735310 0.864310 0.696843 0.872361 1_3913 k>e 2 ejective velar e initial s08 answer new 44.99 58.47 117.05 e 21.13 
geo020s08a0102v01 0.876868 1.005868 0.825507 1.002482 1_5525 k>e 2 ejective velar e initial s08 question new 35.06 73.96 103.02 e 18.75 
geo020s08a0102v02 0.749732 0.878732 0.695552 0.893486 1_8697 k>e 2 ejective velar e initial s08 answer echo 83.02 75.77 122.16 e 60.20 
geo020s08a0105v01 0.834203 0.963203 0.776023 1.005891 1_2704 pa 2 pulmonic labial a initial s08 question new 83.02 78.18 151.69 a 90.55 
geo020s08a0105v01 1.061061 1.190061 1.005891 1.235759 2_2700 pa 2 pulmonic labial a medial s08 question new 83.02 75.17 154.70 a 60.12 
geo020s08a0105v02 0.943856 1.072856 0.894013 1.144891 1_90 te 3 pulmonic coronal e initial s08 answer new 83.02 69.84 181.04 e 104.25 
geo020s08a0106v01 0.796131 0.925131 0.743085 0.973033 1_2693 te 3 pulmonic coronal e initial s08 question new 83.02 73.05 156.90 e 88.83 
geo020s08a0106v02 0.615761 0.744761 0.566831 0.797397 1_8695 te 3 pulmonic coronal e initial s08 answer echo 83.02 68.93 161.64 e 93.19 
geo020s08a0107v01 0.793341 0.922341 0.751399 0.945250 1_9341 p>a 2 ejective labial a initial s08 question new 69.60 65.20 128.65 a 23.58 
geo020s08a0107v01 1.008057 1.137057 0.945250 1.176979 2_6620 p>a 2 ejective labial a medial s08 question new 148.92 85.31 146.42 a 48.70 
geo020s08a0108v01 0.911143 1.040143 0.868199 1.047360 1_3597 t>i 2 ejective coronal i initial s08 question new 63.32 65.29 113.87 i 21.90 
geo020s08a0108v02 0.766291 0.895291 0.705349 0.924095 1_8605 t>i 2 ejective coronal i initial s08 answer echo 73.23 84.21 134.53 i 30.29 
geo020s08a0111v02 0.760477 0.889477 0.701762 0.975322 1_9688 t>a 2 ejective coronal a initial s08 answer new 82.88 83.83 189.73 a 62.42 
geo020s08a0112v01 0.911825 1.040825 0.857607 1.087190 1_7833 t>a 2 ejective coronal a initial s08 question new 58.39 77.22 152.36 a 20.62 
geo020s08a0112v02 0.677604 0.806604 0.627992 0.876376 1_5803 t>a 2 ejective coronal a initial s08 answer echo 78.97 71.47 176.91 a 31.62 
geo020s08a0113v01 0.971005 1.100005 0.908157 1.077332 1_8380 p>i 3 ejective labial i initial s08 question new 34.80 86.01 83.16 i 31.67 
geo020s08a0115v01 0.998281 1.127281 0.951260 1.162241 1_8588 pa 3 pulmonic labial a initial s08 question new 34.80 67.02 143.96 a 67.58 
geo020s08a0115v01 1.423114 1.552114 1.375763 1.581659 3_6897 t>i 3 ejective coronal i medial s08 question new 138.55 67.35 138.55 i 31.46 
geo020s08a0115v02 0.703003 0.832003 0.652687 0.853904 1_6742 p>a 3 ejective labial a initial s08 answer new 55.32 73.33 127.89 a 21.40 
geo020s08a0116v01 0.822226 0.951226 0.782357 0.957425 1_2379 p>a 3 ejective labial a initial s08 question new 32.08 59.87 115.20 a 23.41 
geo020s08a0116v02 0.694688 0.823688 0.651338 0.837602 1_3001 p>a 3 ejective labial a initial s08 answer echo 53.64 63.35 122.91 a 44.85 
geo020s08a0118v01 1.120616 1.249616 1.077017 1.222435 2_3939 k>i 2 ejective velar i medial s08 question new 81.82 63.60 81.82 i 47.87 
geo020s08a0118v02 0.913639 1.042639 0.868953 1.039458 2_3130 k>i 2 ejective velar i medial s08 answer echo 46.87 64.69 105.82 i 35.05 
geo020s08a0119v01 0.945455 1.074455 0.898461 1.140734 1_1506 p>a 3 ejective labial a initial s08 question new 64.34 69.71 172.56 a 20.72 
geo020s08a0119v02 0.742065 0.871065 0.687219 0.909731 1_2985 pa 3 pulmonic labial a initial s08 answer new 64.34 74.85 147.67 a 81.55 
geo020s08a0119v02 0.958584 1.087584 0.909731 1.120280 2_3021 pu 3 pulmonic labial u medial s08 answer new 64.34 68.85 141.70 u 51.93 
geo020s08a0119v02 1.137738 1.266738 1.120280 1.290577 3_2807 k>i 3 ejective velar i medial s08 answer new 41.22 41.72 128.58 i 27.62 
geo020s08a0120v01 0.634487 0.763487 0.588214 0.787455 1_6167 pa 3 pulmonic labial a initial s08 question new 41.22 66.27 132.97 a 62.03 
geo020s08a0120v01 0.844552 0.973552 0.787455 0.988689 2_3308 pu 3 pulmonic labial u medial s08 question new 41.22 77.10 124.14 u 40.95 
geo020s08a0120v01 0.988747 1.117747 0.988689 1.086317 3_4268 k>i 3 ejective velar i medial s08 question new 46.01 41.75 55.88 i 21.69 
geo020s08a0120v02 0.576730 0.705730 0.524959 0.722921 1_2327 pa 3 pulmonic labial a initial s08 answer echo 46.01 71.77 126.19 a 63.54 
geo020s08a0120v02 0.807294 0.936294 0.722921 0.916801 2_370 pu 3 pulmonic labial u medial s08 answer echo 46.01 104.37 89.51 u 51.45 
geo020s08a0120v02 0.965993 1.094993 0.916801 1.108640 3_6737 k>i 3 ejective velar i medial s08 answer echo 36.59 98.25 93.59 i 25.93 
geo020s08a0121v01 0.910726 1.039726 0.859546 1.099132 1_25 t>a 2 ejective coronal a initial s08 question new 70.79 74.32 165.27 a 23.04 
geo020s08a0125v02 1.003202 1.132202 0.927689 1.158929 2_86 pa 2 pulmonic labial a medial s08 answer new 70.79 95.51 135.73 a 7.69 
geo020s08a0127v01 0.835372 0.964372 0.770486 0.994207 1_9027 po 2 pulmonic labial o initial s08 question new 70.79 84.89 138.83 o 70.15 
geo020s08a0127v01 1.045493 1.174493 0.994207 1.173183 2_3507 t>o 2 ejective coronal o medial s08 question new 107.69 73.46 105.52 o 15.75 
geo020s08a0127v02 0.593643 0.722643 0.554576 0.748508 1_9298 p>a 3 ejective labial a initial s08 answer new 60.93 60.16 133.77 a 48.31 
geo020s08a0127v02 0.788617 0.917617 0.748508 0.965883 2_498 t>a 3 ejective coronal a medial s08 answer new 61.38 62.88 154.50 a 42.46 
geo020s08a0128v01 0.710235 0.839235 0.678740 0.848858 1_1109 p>a 3 ejective labial a initial s08 question new 35.63 53.09 117.03 a 29.50 
geo020s08a0128v01 0.889091 1.018091 0.848858 1.027929 2_379 t>a 3 ejective coronal a medial s08 question new 34.16 61.91 117.16 a 18.30 
